TableName,ColumnName,ColumnOrdinal,DataType,ColumnType,Description,Standard Property,Needs validation
AzureDiagnostics,RetentionDuration_s,346,System.String,string,Retention duration for configured backups,No,
AzureDiagnostics,retryHistory_s,301,System.String,string,,No,
AzureDiagnostics,rootCauseAnalysis_s,178,System.String,string,,No,
AzureDiagnostics,routingRuleName_s,99,System.String,string,,No,
AzureDiagnostics,rowcount_d,198,System.Double,real,Total number of rows returned,No,
AzureDiagnostics,rpoInSeconds_d,248,System.Double,real,,No,
AzureDiagnostics,ruleId_s,457,System.String,string,,No,
AzureDiagnostics,ruleName_s,475,System.String,string,,No,
AzureDiagnostics,ruleSetType_s,455,System.String,string,,No,
AzureDiagnostics,ruleSetVersion_s,456,System.String,string,,No,
AzureDiagnostics,RunbookName_s,493,System.String,string,The name of the runbook.,No,
AzureDiagnostics,RunOn_s,102,System.String,string,,No,
AzureDiagnostics,schema_name_s,40,System.String,string,,No,
AzureDiagnostics,SchemaVersion_s,380,System.String,string,"Current version of the schema, for example V2
-OR-
This field denotes current version of the schema, it is V2",No,
AzureDiagnostics,securable_class_type_s,27,System.String,string,,No,
AzureDiagnostics,securityProtocol_s,98,System.String,string,,No,
AzureDiagnostics,sentBytes_d,450,System.Double,real,,No,
AzureDiagnostics,sequence_group_id_g,30,System.String,string,,No,
AzureDiagnostics,sequence_number_d,9,System.Double,real,,No,
AzureDiagnostics,server_instance_name_s,38,System.String,string,,No,
AzureDiagnostics,server_principal_id_d,13,System.Double,real,,No,
AzureDiagnostics,server_principal_name_s,32,System.String,string,,No,
AzureDiagnostics,server_principal_sid_s,33,System.String,string,,No,
AzureDiagnostics,session_id_d,12,System.Double,real,,No,
AzureDiagnostics,session_server_principal_name_s,31,System.String,string,,No,
AzureDiagnostics,Severity,185,System.Int32,int,Severity of the error,No,
AzureDiagnostics,site_s,460,System.String,string,,No,
AzureDiagnostics,sslEnabled_s,446,System.String,string,,No,
AzureDiagnostics,start_utc_date_t,209,System.DateTime,datetime,Measured period start time,No,
AzureDiagnostics,startTime_t,320,System.DateTime,datetime,,No,
AzureDiagnostics,state_d,186,System.Double,real,State of the error,No,
AzureDiagnostics,State_s,381,System.String,string,"Current state of the alert object, for example, Active, Deleted
-OR-
State of the backup item object, for example, Active, Deleted
-OR-
Current state of the backup item association object, for example, Active, Deleted
-OR-
Current state of the job object, for example, Active, Deleted
-OR-
Current state of the storage object, for example, Active, Deleted
-OR-
Current state of the vault object, for example, Active, Deleted",No,
AzureDiagnostics,statement_key_hash_s,221,System.String,string,Statement key hash,No,
AzureDiagnostics,statement_s,42,System.String,string,,No,
AzureDiagnostics,statement_sql_handle_s,224,System.String,string,"Statement sql handle
-OR-
Statement handle in Query Store",No,
AzureDiagnostics,statement_type_s,220,System.String,string,Type of the statement,No,
AzureDiagnostics,status_s,307,System.String,string,,No,
AzureDiagnostics,statusCode_s,85,System.String,string,,No,
AzureDiagnostics,StorageConsumedInMBs_s,123,System.String,string,Size of storage consumed by the corresponding backup item in the corresponding storage,No,
AzureDiagnostics,StorageName_s,129,System.String,string,"Name of storage entity, for example E:\",No,
AzureDiagnostics,StorageReplicationType_s,366,System.String,string,"Type of storage replication for the vault, for example, GeoRedundant",No,
AzureDiagnostics,StorageType_s,128,System.String,string,"Type of Storage, for example Cloud, Volume, Disk",No,
AzureDiagnostics,StorageUniqueId_s,122,System.String,string,Unique Id used to identify the storage entity,No,
AzureDiagnostics,StreamType_s,488,System.String,string,"The type of job stream. Possible values are:
-Progress
- Output
- Warning
- Error
- Debug
- Verbose",No,
AzureDiagnostics,subnetId_s,55,System.String,string,,No,
AzureDiagnostics,subnetPrefix_s,472,System.String,string,,No,
AzureDiagnostics,SubscriptionId,496,System.String,string,"Azure subscription ID of the subscription containing the Key Vault
-OR-
The Azure subscription Id (GUID) for the Automation account.
-OR-
Subscription identifier of the resource (ex. Recovery Services vault) for which data is collected
-OR-
Subscription identifier of the resource (for ex. Recovery Services vault) for data being collected
-OR-
Subscription identifier of the resource (for ex. Recovery Services vault) for which data is being collected
-OR-
Subscription GUID for the database",No,
AzureDiagnostics,succeeded_s,10,System.String,string,,No,
AzureDiagnostics,systemId_g,478,System.String,string,,No,
AzureDiagnostics,tags_businessowner_s,105,System.String,string,,No,
AzureDiagnostics,tags_compositeApp_s,106,System.String,string,,No,
AzureDiagnostics,tags_costCode_s,107,System.String,string,,No,
AzureDiagnostics,tags_LogicAppsCategory_s,159,System.String,string,,No,
AzureDiagnostics,target_database_principal_id_d,16,System.Double,real,,No,
AzureDiagnostics,target_database_principal_name_s,37,System.String,string,,No,
AzureDiagnostics,target_server_principal_id_d,15,System.Double,real,,No,
AzureDiagnostics,target_server_principal_name_s,35,System.String,string,,No,
AzureDiagnostics,target_server_principal_sid_s,36,System.String,string,,No,
AzureDiagnostics,targetStorageAccountId_s,252,System.String,string,,No,
AzureDiagnostics,targetStorageAccountName_s,253,System.String,string,,No,
AzureDiagnostics,TaskName_s,161,System.String,string,,No,
AzureDiagnostics,Tenant_g,501,System.String,string,"GUID that is the Id of the runbook job.
-OR-
GUID that identifies the tenant for the Caller.",No,
AzureDiagnostics,Tenant_s,94,System.String,string,,No,
AzureDiagnostics,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
AzureDiagnostics,throughput_d,487,System.Double,real,,No,
AzureDiagnostics,timeOfOccurence_t,244,System.DateTime,datetime,,No,
AzureDiagnostics,timeStamp_t,155,System.DateTime,datetime,Last updated timestamp,No,
AzureDiagnostics,timeTaken_d,451,System.Double,real,,No,
AzureDiagnostics,timeTaken_s,97,System.String,string,,No,
AzureDiagnostics,total_query_wait_time_ms_d,228,System.Double,real,Total wait time of the query on the specific wait category,No,
AzureDiagnostics,totalDipCount_d,288,System.Double,real,,No,
AzureDiagnostics,trackingReference_s,59,System.String,string,,No,
AzureDiagnostics,transaction_id_d,19,System.Double,real,,No,
AzureDiagnostics,trustedService_s,6,System.String,string,,No,
AzureDiagnostics,type_s,477,System.String,string,,No,
AzureDiagnostics,unHealthyHostCount_d,483,System.Double,real,,No,
AzureDiagnostics,uploadRPOInSeconds_d,151,System.Double,real,,No,
AzureDiagnostics,uploadRPOUpdateTime_t,152,System.DateTime,datetime,,No,
AzureDiagnostics,url_s,74,System.String,string,,No,
AzureDiagnostics,user_defined_b,183,System.SByte,bool,Is the error user defined bit,No,
AzureDiagnostics,user_defined_event_id_d,18,System.Double,real,,No,
AzureDiagnostics,user_defined_information_s,44,System.String,string,,No,
AzureDiagnostics,userAgent_s,444,System.String,string,,No,
AzureDiagnostics,value_d,182,System.Double,real,,No,
AzureDiagnostics,Value_s,62,System.String,string,,No,
AzureDiagnostics,VaultName_s,363,System.String,string,Name of the vault,No,
AzureDiagnostics,vaultProperties_s,168,System.String,string,,No,
AzureDiagnostics,VaultTags_s,365,System.String,string,,No,
AzureDiagnostics,VaultUniqueId_s,385,System.String,string,"Unique identifier of the protected vault associated with the alert
-OR-
Unique identifier of the vault containing the backup item
-OR-
Unique identifier of the protected vault
-OR-
Unique Id of the vault to which this policy belongs to
-OR-
Unique Id used to identify the vault related to the storage entity
-OR-
Unique Id of the vault",No,
AzureDiagnostics,version_s,278,System.String,string,,No,
AzureDiagnostics,vnetResourceGuid_g,479,System.String,string,,No,
AzureDiagnostics,wait_category_s,218,System.String,string,Category of the wait,No,
AzureDiagnostics,wait_type_s,208,System.String,string,Name of the wait type,No,
AzureDiagnostics,WeeklyRetentionDaysOfTheWeek_s,351,System.String,string,Days of the week selected for weekly retention,No,
AzureDiagnostics,WeeklyRetentionDuration_s,349,System.String,string,Total weekly retention duration in weeks for configured backups,No,
AzureDiagnostics,WeeklyRetentionTimes_s,350,System.String,string,Date and time when weekly retention is configured,No,
AzureDiagnostics,workflowId_s,305,System.String,string,,No,
AzureDiagnostics,YearlyRetentionDaysOfTheWeek_s,361,System.String,string,,No,
AzureDiagnostics,YearlyRetentionDuration_s,357,System.String,string,Total retention duration in years for configured backups,No,
AzureDiagnostics,YearlyRetentionFormat_s,360,System.String,string,"Type of configuration for yearly retention, for example, daily for day based, weekly for week based",No,
AzureDiagnostics,YearlyRetentionMonthsOfTheYear_s,359,System.String,string,Months of the year selected for yearly retention,No,
AzureDiagnostics,YearlyRetentionTimes_s,358,System.String,string,Date and time when yearly retention is configured,No,
AzureDiagnostics,YearlyRetentionWeeksOfTheMonth_s,362,System.String,string,,No,
AzureDiagnostics,SourceSystem,1,System.String,string,"How Azure Monitor logs collected the data. Always Azure for Azure diagnostics.
-OR-
Source system of the current data - Azure
-OR-
Always: Azure",Yes,
AzureDiagnostics,TimeGenerated,4,System.DateTime,datetime,"Date and time the record was created.
-OR-
Date and time when the runbook job executed.
-OR-
Date and time when the compliance check ran.
-OR-
Time stamp when the log was recorded",Yes,
AzureDiagnostics,Type,504,System.String,string,The name of the table. This will beAzureDiagnosticsfor all records in this table.,Yes,
AzureMetrics,_ResourceId,40,System.String,string,"Resource ID of the Azure resource reporting the metric. Same as _ResourceId, present for backward compatibility reasons. _ResourceId should be used",Yes,
AzureMetrics,AdditionalInformation,38,System.String,string,Deprecated,No,
AzureMetrics,Average,22,System.Double,real,Average of the values collected during the time range.,No,
AzureMetrics,CallerIpAddress,11,System.String,string,Deprecated,No,
AzureMetrics,Category,6,System.String,string,Deprecated,No,
AzureMetrics,Confidence,32,System.String,string,Deprecated,No,
AzureMetrics,CorrelationId,12,System.String,string,Deprecated,No,
AzureMetrics,Count,19,System.Double,real,Number of samples collected during the time range. Can be used to determine the number of values that contributed to the average value.,No,
AzureMetrics,Description,30,System.String,string,Deprecated,No,
AzureMetrics,DurationMs,10,System.Int64,long,Deprecated,No,
AzureMetrics,FirstReportedDateTime,34,System.String,string,Deprecated,No,
AzureMetrics,IndicatorThreatType,29,System.String,string,Deprecated,No,
AzureMetrics,IsActive,36,System.String,string,Deprecated,No,
AzureMetrics,LastReportedDateTime,35,System.String,string,Deprecated,No,
AzureMetrics,MaliciousIP,28,System.String,string,Deprecated,No,
AzureMetrics,Maximum,20,System.Double,real,Maximum value collected during in the time range.,No,
AzureMetrics,MetricName,17,System.String,string,Display name of the metric.,No,
AzureMetrics,Minimum,21,System.Double,real,Minimum value collected during in the time range.,No,
AzureMetrics,OperationName,4,System.String,string,Deprecated,No,
AzureMetrics,OperationVersion,5,System.String,string,Deprecated,No,
AzureMetrics,RemoteIPCountry,25,System.String,string,Deprecated,No,
AzureMetrics,RemoteIPLatitude,26,System.Double,real,Deprecated,No,
AzureMetrics,RemoteIPLongitude,27,System.Double,real,Deprecated,No,
AzureMetrics,ReportReferenceLink,37,System.String,string,Deprecated,No,
AzureMetrics,Resource,13,System.String,string,Resource name of the Azure resource reporting the metric.,No,
AzureMetrics,ResourceGroup,14,System.String,string,Resource group name of the Azure resource reporting the metric.,No,
AzureMetrics,ResourceId,3,System.String,string,"Resource ID of the Azure resource reporting the metric. Same as _ResourceId, present for backward compatibility reasons. _ResourceId should be used",No,
AzureMetrics,ResourceProvider,15,System.String,string,Resource provider of the Azure resource reporting the metric.,No,
AzureMetrics,ResultDescription,9,System.String,string,Deprecated,No,
AzureMetrics,ResultSignature,8,System.String,string,Deprecated,No,
AzureMetrics,ResultType,7,System.String,string,Reduces the set of data collected. The syntax allowed depends on the operation. See the operation's description for details.,No,
AzureMetrics,Severity,33,System.Int32,int,Deprecated,No,
AzureMetrics,SubscriptionId,16,System.String,string,Subscription id of the Azure resource reporting the metric.,No,
AzureMetrics,TenantId,0,System.String,string,Workspace ID of the workspace that stores this record.,No,
AzureMetrics,TimeGrain,23,System.String,string,"Time grain of the metric, e.g. PT1M",No,
AzureMetrics,TLPLevel,31,System.String,string,Deprecated,No,
AzureMetrics,Total,18,System.Double,real,Sum of all of the values in the time range.,No,
AzureMetrics,UnitName,24,System.String,string,"Unit of the metric. Examples include Seconds, Percent, Bytes.",No,
AzureMetrics,SourceSystem,1,System.String,string,OpsManagerfor all records in this table.,Yes,
AzureMetrics,TimeGenerated,2,System.DateTime,datetime,Date and time the record was created.,Yes,
AzureMetrics,Type,39,System.String,string,Name of the table. This will be AzureMetrics for all records in this table.,Yes,
AzureNetworkAnalytics_CL,_ResourceId,290,System.String,string,,Yes,
AzureNetworkAnalytics_CL,Access_s,262,System.String,string,,No,
AzureNetworkAnalytics_CL,AddressPrefix_s,220,System.String,string,,No,
AzureNetworkAnalytics_CL,AddressPrefixes_s,238,System.String,string,,No,
AzureNetworkAnalytics_CL,AllowedInFlows_d,211,System.Double,real,,No,
AzureNetworkAnalytics_CL,AllowedOutFlows_d,213,System.Double,real,,No,
AzureNetworkAnalytics_CL,AllowForwardedTraffic_b,228,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,AllowGatewayTransit_b,229,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,AllowVirtualNetworkAccess_b,230,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,AppGatewayType_s,277,System.String,string,,No,
AzureNetworkAnalytics_CL,ApplicationGateway_s,154,System.String,string,,No,
AzureNetworkAnalytics_CL,ApplicationGateway1_s,116,System.String,string,,No,
AzureNetworkAnalytics_CL,ApplicationGateway2_s,117,System.String,string,,No,
AzureNetworkAnalytics_CL,ApplicationGatewayBackendPools_s,172,System.String,string,,No,
AzureNetworkAnalytics_CL,AzureASN_d,127,System.Double,real,,No,
AzureNetworkAnalytics_CL,AzureRegion_s,205,System.String,string,,No,
AzureNetworkAnalytics_CL,BackendAddressPool_s,173,System.String,string,,No,
AzureNetworkAnalytics_CL,BackendIPAddress_s,174,System.String,string,,No,
AzureNetworkAnalytics_CL,BackendPort_d,175,System.Double,real,,No,
AzureNetworkAnalytics_CL,BackendSubnets_s,278,System.String,string,,No,
AzureNetworkAnalytics_CL,batchSizeInBytes_d,8,System.Double,real,,No,
AzureNetworkAnalytics_CL,BGPEnabled_b,246,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,CircuitProvisioningState_s,123,System.String,string,,No,
AzureNetworkAnalytics_CL,CompletedFlows_d,161,System.Double,real,,No,
AzureNetworkAnalytics_CL,ComponentType_s,281,System.String,string,,No,
AzureNetworkAnalytics_CL,Computer,5,System.String,string,,No,
AzureNetworkAnalytics_CL,ConnectingVirtualNetwork_s,239,System.String,string,,No,
AzureNetworkAnalytics_CL,ConnectingVNets_s,156,System.String,string,,No,
AzureNetworkAnalytics_CL,ConnectionName_s,201,System.String,string,,No,
AzureNetworkAnalytics_CL,ConnectionStatus_s,247,System.String,string,,No,
AzureNetworkAnalytics_CL,ConnectionType_s,248,System.String,string,,No,
AzureNetworkAnalytics_CL,Country_s,204,System.String,string,,No,
AzureNetworkAnalytics_CL,DeniedInFlows_d,212,System.Double,real,,No,
AzureNetworkAnalytics_CL,DeniedInFlowsAtHops_d,215,System.Double,real,,No,
AzureNetworkAnalytics_CL,DeniedOutFlows_d,214,System.Double,real,,No,
AzureNetworkAnalytics_CL,DeniedOutFlowsAtHops_d,216,System.Double,real,,No,
AzureNetworkAnalytics_CL,Description_s,263,System.String,string,,No,
AzureNetworkAnalytics_CL,DestinationAddressPrefix_s,264,System.String,string,,No,
AzureNetworkAnalytics_CL,DestinationPortRange_s,265,System.String,string,,No,
AzureNetworkAnalytics_CL,DestIP_s,183,System.String,string,,No,
AzureNetworkAnalytics_CL,DestPort_d,210,System.Double,real,,No,
AzureNetworkAnalytics_CL,Direction_s,266,System.String,string,,No,
AzureNetworkAnalytics_CL,DiscoveryRegion_s,282,System.String,string,,No,
AzureNetworkAnalytics_CL,EgressBytesTransferred_d,257,System.Double,real,,No,
AzureNetworkAnalytics_CL,EnableIPForwarding_b,170,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,ExpressRouteCircuit1_s,9,System.String,string,,No,
AzureNetworkAnalytics_CL,ExpressRouteCircuit2_s,10,System.String,string,,No,
AzureNetworkAnalytics_CL,ExpressRouteCircuitPeeringType_s,11,System.String,string,,No,
AzureNetworkAnalytics_CL,FASchemaVersion_s,180,System.String,string,,No,
AzureNetworkAnalytics_CL,FloatingIPEnabled_b,176,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,FlowCount_d,217,System.Double,real,,No,
AzureNetworkAnalytics_CL,FlowDirection_s,187,System.String,string,,No,
AzureNetworkAnalytics_CL,FlowEndTime_s,146,System.String,string,,No,
AzureNetworkAnalytics_CL,FlowEndTime_t,209,System.DateTime,datetime,,No,
AzureNetworkAnalytics_CL,FlowIntervalEndTime_t,149,System.DateTime,datetime,,No,
AzureNetworkAnalytics_CL,FlowIntervalStartTime_t,148,System.DateTime,datetime,,No,
AzureNetworkAnalytics_CL,FlowStartTime_s,145,System.String,string,,No,
AzureNetworkAnalytics_CL,FlowStartTime_t,208,System.DateTime,datetime,,No,
AzureNetworkAnalytics_CL,FlowStatus_s,151,System.String,string,,No,
AzureNetworkAnalytics_CL,FlowType_s,181,System.String,string,,No,
AzureNetworkAnalytics_CL,FrontendIPAddress_s,177,System.String,string,,No,
AzureNetworkAnalytics_CL,FrontendIPs_s,279,System.String,string,,No,
AzureNetworkAnalytics_CL,FrontendPort_d,178,System.Double,real,,No,
AzureNetworkAnalytics_CL,FrontendSubnet_s,260,System.String,string,,No,
AzureNetworkAnalytics_CL,FrontendSubnets_s,168,System.String,string,,No,
AzureNetworkAnalytics_CL,GatewayConnectionType_s,249,System.String,string,,No,
AzureNetworkAnalytics_CL,GatewaySubnet_s,280,System.String,string,,No,
AzureNetworkAnalytics_CL,GatewayType_s,242,System.String,string,,No,
AzureNetworkAnalytics_CL,HopNSGList_s,190,System.String,string,,No,
AzureNetworkAnalytics_CL,HopNSGRules_s,191,System.String,string,,No,
AzureNetworkAnalytics_CL,InboundBytes_d,159,System.Double,real,,No,
AzureNetworkAnalytics_CL,InboundPackets_d,157,System.Double,real,,No,
AzureNetworkAnalytics_CL,IngressBytesTransferred_d,258,System.Double,real,,No,
AzureNetworkAnalytics_CL,IPAddress,272,System.String,string,,No,
AzureNetworkAnalytics_CL,IsFlowEnabled_b,241,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,IsVirtualAppliance_b,219,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,L4Protocol_s,185,System.String,string,,No,
AzureNetworkAnalytics_CL,L7Protocol_s,186,System.String,string,,No,
AzureNetworkAnalytics_CL,LoadBalancer_s,155,System.String,string,,No,
AzureNetworkAnalytics_CL,LoadBalancer1_s,118,System.String,string,,No,
AzureNetworkAnalytics_CL,LoadBalancer2_s,119,System.String,string,,No,
AzureNetworkAnalytics_CL,LoadBalancerBackendPools_s,171,System.String,string,,No,
AzureNetworkAnalytics_CL,LoadBalancerType_s,261,System.String,string,,No,
AzureNetworkAnalytics_CL,LocalNetworkGateway_s,250,System.String,string,,No,
AzureNetworkAnalytics_CL,LocalNetworkGateway1_s,120,System.String,string,,No,
AzureNetworkAnalytics_CL,LocalNetworkGateway2_s,121,System.String,string,,No,
AzureNetworkAnalytics_CL,MACAddress_s,237,System.String,string,,No,
AzureNetworkAnalytics_CL,ManagementGroupName,3,System.String,string,,No,
AzureNetworkAnalytics_CL,MG,2,System.String,string,Id of the management group for System Center Operations Manager agents. ,No,
AzureNetworkAnalytics_CL,Name_s,275,System.String,string,,No,
AzureNetworkAnalytics_CL,Network_s,140,System.String,string,,No,
AzureNetworkAnalytics_CL,NetworkFlowType_s,150,System.String,string,,No,
AzureNetworkAnalytics_CL,NextHopIP_s,218,System.String,string,,No,
AzureNetworkAnalytics_CL,NextHopType_s,221,System.String,string,,No,
AzureNetworkAnalytics_CL,NIC_s,194,System.String,string,,No,
AzureNetworkAnalytics_CL,NIC1_s,195,System.String,string,,No,
AzureNetworkAnalytics_CL,NIC2_s,196,System.String,string,,No,
AzureNetworkAnalytics_CL,NSG_s,232,System.String,string,,No,
AzureNetworkAnalytics_CL,NSGList_s,188,System.String,string,,No,
AzureNetworkAnalytics_CL,NSGRules_s,189,System.String,string,,No,
AzureNetworkAnalytics_CL,NSGRuleType_s,152,System.String,string,,No,
AzureNetworkAnalytics_CL,OutboundBytes_d,160,System.Double,real,,No,
AzureNetworkAnalytics_CL,OutboundPackets_d,158,System.Double,real,,No,
AzureNetworkAnalytics_CL,payloadLengthInBytes_d,7,System.Double,real,,No,
AzureNetworkAnalytics_CL,Peer_s,122,System.String,string,,No,
AzureNetworkAnalytics_CL,PeerASN_d,128,System.Double,real,,No,
AzureNetworkAnalytics_CL,PeeringType_s,129,System.String,string,,No,
AzureNetworkAnalytics_CL,PrimaryAzurePort_s,130,System.String,string,,No,
AzureNetworkAnalytics_CL,PrimarybytesIn_d,132,System.Double,real,,No,
AzureNetworkAnalytics_CL,PrimarybytesOut_d,133,System.Double,real,,No,
AzureNetworkAnalytics_CL,PrimaryNextHop_s,141,System.String,string,,No,
AzureNetworkAnalytics_CL,PrimaryPeerAddressPrefix_s,131,System.String,string,,No,
AzureNetworkAnalytics_CL,Priority_d,271,System.Double,real,,No,
AzureNetworkAnalytics_CL,PrivateFrontendIP_s,165,System.String,string,,No,
AzureNetworkAnalytics_CL,PrivateFrontendIPs_s,163,System.String,string,,No,
AzureNetworkAnalytics_CL,PrivateIPAddresses_s,233,System.String,string,,No,
AzureNetworkAnalytics_CL,Protocol_s,267,System.String,string,,No,
AzureNetworkAnalytics_CL,PublicFrontendIP_s,166,System.String,string,,No,
AzureNetworkAnalytics_CL,PublicFrontendIPs_s,164,System.String,string,,No,
AzureNetworkAnalytics_CL,PublicIPAddresses_s,234,System.String,string,,No,
AzureNetworkAnalytics_CL,PublicIPs_s,162,System.String,string,,No,
AzureNetworkAnalytics_CL,records_Access_s,18,System.String,string,,No,
AzureNetworkAnalytics_CL,records_AddressPrefix_s,14,System.String,string,,No,
AzureNetworkAnalytics_CL,records_AddressPrefixes_s,12,System.String,string,,No,
AzureNetworkAnalytics_CL,records_AllowForwardedTraffic_b,59,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,records_AllowGatewayTransit_b,60,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,records_AllowVirtualNetworkAccess_b,61,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,records_AppGatewayType_s,65,System.String,string,,No,
AzureNetworkAnalytics_CL,records_ApplicationGatewayBackendPools_s,27,System.String,string,,No,
AzureNetworkAnalytics_CL,records_AzureASN_d,90,System.Double,real,,No,
AzureNetworkAnalytics_CL,records_BackendAddressPool_s,80,System.String,string,,No,
AzureNetworkAnalytics_CL,records_BackendIPAddress_s,79,System.String,string,,No,
AzureNetworkAnalytics_CL,records_BackendPort_d,81,System.Double,real,,No,
AzureNetworkAnalytics_CL,records_BackendSubnets_s,69,System.String,string,,No,
AzureNetworkAnalytics_CL,records_BGPEnabled_b,39,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,records_CircuitProvisioningState_s,86,System.String,string,,No,
AzureNetworkAnalytics_CL,records_ComponentType_s,115,System.String,string,,No,
AzureNetworkAnalytics_CL,records_ConnectingVirtualNetwork_s,55,System.String,string,,No,
AzureNetworkAnalytics_CL,records_ConnectionStatus_s,45,System.String,string,,No,
AzureNetworkAnalytics_CL,records_ConnectionType_s,46,System.String,string,,No,
AzureNetworkAnalytics_CL,records_Description_s,19,System.String,string,,No,
AzureNetworkAnalytics_CL,records_DestinationAddressPrefix_s,20,System.String,string,,No,
AzureNetworkAnalytics_CL,records_DestinationPortRange_s,21,System.String,string,,No,
AzureNetworkAnalytics_CL,records_Direction_s,22,System.String,string,,No,
AzureNetworkAnalytics_CL,records_DiscoveryRegion_s,105,System.String,string,,No,
AzureNetworkAnalytics_CL,records_EgressBytesTransferred_d,47,System.Double,real,,No,
AzureNetworkAnalytics_CL,records_EnableIPForwarding_b,28,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,records_FloatingIPEnabled_b,82,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,records_FrontendIPAddress_s,83,System.String,string,,No,
AzureNetworkAnalytics_CL,records_FrontendIPs_s,70,System.String,string,,No,
AzureNetworkAnalytics_CL,records_FrontendPort_d,84,System.Double,real,,No,
AzureNetworkAnalytics_CL,records_FrontendSubnet_s,71,System.String,string,,No,
AzureNetworkAnalytics_CL,records_FrontendSubnets_s,72,System.String,string,,No,
AzureNetworkAnalytics_CL,records_GatewayConnectionType_s,48,System.String,string,,No,
AzureNetworkAnalytics_CL,records_GatewaySubnet_s,66,System.String,string,,No,
AzureNetworkAnalytics_CL,records_GatewayType_s,40,System.String,string,,No,
AzureNetworkAnalytics_CL,records_IngressBytesTransferred_d,49,System.Double,real,,No,
AzureNetworkAnalytics_CL,records_IPAddress_s,37,System.String,string,,No,
AzureNetworkAnalytics_CL,records_IsFlowEnabled_b,17,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,records_IsVirtualAppliance_b,36,System.SByte,bool,,No,
AzureNetworkAnalytics_CL,records_LoadBalancerBackendPools_s,29,System.String,string,,No,
AzureNetworkAnalytics_CL,records_LoadBalancerType_s,73,System.String,string,,No,
AzureNetworkAnalytics_CL,records_LocalNetworkGateway_s,50,System.String,string,,No,
AzureNetworkAnalytics_CL,records_MACAddress_s,30,System.String,string,,No,
AzureNetworkAnalytics_CL,records_Name_s,106,System.String,string,,No,
AzureNetworkAnalytics_CL,records_Network_s,112,System.String,string,,No,
AzureNetworkAnalytics_CL,records_NextHopIP_s,15,System.String,string,,No,
AzureNetworkAnalytics_CL,records_NextHopType_s,16,System.String,string,,No,
AzureNetworkAnalytics_CL,records_NSG_s,31,System.String,string,,No,
AzureNetworkAnalytics_CL,records_Peer_s,51,System.String,string,,No,
AzureNetworkAnalytics_CL,records_PeerASN_d,91,System.Double,real,,No,
AzureNetworkAnalytics_CL,records_PeeringType_s,92,System.String,string,,No,
AzureNetworkAnalytics_CL,records_PrimaryAzurePort_s,93,System.String,string,,No,
AzureNetworkAnalytics_CL,records_PrimarybytesIn_d,95,System.Double,real,,No,
AzureNetworkAnalytics_CL,records_PrimarybytesOut_d,96,System.Double,real,,No,
AzureNetworkAnalytics_CL,records_PrimaryNextHop_s,113,System.String,string,,No,
AzureNetworkAnalytics_CL,records_PrimaryPeerAddressPrefix_s,94,System.String,string,,No,
AzureNetworkAnalytics_CL,records_Priority_d,23,System.Double,real,,No,
AzureNetworkAnalytics_CL,records_PrivateFrontendIPs_s,67,System.String,string,,No,
AzureNetworkAnalytics_CL,records_PrivateIPAddresses_s,32,System.String,string,,No,
AzureNetworkAnalytics_CL,records_Protocol_s,85,System.String,string,,No,
AzureNetworkAnalytics_CL,records_PublicFrontendIPs_s,68,System.String,string,,No,
AzureNetworkAnalytics_CL,records_PublicIPAddresses_s,33,System.String,string,,No,
AzureNetworkAnalytics_CL,records_Region_s,107,System.String,string,,No,
AzureNetworkAnalytics_CL,records_RemoteVirtualNetworkGateway_s,56,System.String,string,,No,
AzureNetworkAnalytics_CL,records_ResourceType_s,108,System.String,string,,No,
AzureNetworkAnalytics_CL,records_RouteTable_s,13,System.String,string,,No,
AzureNetworkAnalytics_CL,records_RoutingWeight_d,52,System.Double,real,,No,
AzureNetworkAnalytics_CL,records_RuleType_s,24,System.String,string,,No,
AzureNetworkAnalytics_CL,records_SchemaVersion_s,103,System.String,string,,No,
AzureNetworkAnalytics_CL,records_SecondaryAzurePort_s,97,System.String,string,,No,
AzureNetworkAnalytics_CL,records_SecondarybytesIn_d,99,System.Double,real,,No,
AzureNetworkAnalytics_CL,records_SecondarybytesOut_d,100,System.Double,real,,No,
AzureNetworkAnalytics_CL,records_SecondaryNextHop_s,114,System.String,string,,No,
AzureNetworkAnalytics_CL,records_SecondaryPeerAddressPrefix_s,98,System.String,string,,No,
AzureNetworkAnalytics_CL,records_ServiceProviderProperties_s,87,System.String,string,,No,
AzureNetworkAnalytics_CL,records_ServiceProviderProvisioningState_s,88,System.String,string,,No,
