TableName,ColumnName,ColumnOrdinal,DataType,ColumnType,Description,Standard Property,Needs validation
NetworkMonitoring,OutErrorsPerSec,163,System.Int64,long,,No,
NetworkMonitoring,OutMultiCastPktsPerSec,168,System.Int64,long,,No,
NetworkMonitoring,OutOctetsPerSec,156,System.Int64,long,,No,
NetworkMonitoring,OutUnicastPktsPerSec,166,System.Int64,long,,No,
NetworkMonitoring,Path,37,System.String,string,,No,
NetworkMonitoring,PathInformation,11,System.String,string,,No,
NetworkMonitoring,PeeringLocation,84,System.String,string,,No,
NetworkMonitoring,PeeringName,80,System.String,string,,No,
NetworkMonitoring,PeeringType,81,System.String,string,,No,
NetworkMonitoring,PingDelayInMsec,153,System.Double,real,,No,
NetworkMonitoring,Port,68,System.Int32,int,,No,
NetworkMonitoring,PortName,144,System.String,string,,No,
NetworkMonitoring,PrefixLength,32,System.String,string,,No,
NetworkMonitoring,PrimaryBytesInPerSecond,101,System.Int64,long,,No,
NetworkMonitoring,PrimaryBytesOutPerSecond,102,System.Int64,long,,No,
NetworkMonitoring,ProcessorCount,132,System.Int32,int,,No,
NetworkMonitoring,ProcessorTimePercent,188,System.Int32,int,,No,
NetworkMonitoring,Protocol,46,System.String,string,,No,
NetworkMonitoring,ProviderEdge,90,System.String,string,,No,
NetworkMonitoring,ProviderEdgeAlias,92,System.String,string,,No,
NetworkMonitoring,ProvisioningState,86,System.String,string,,No,
NetworkMonitoring,ResponseCodeHealthState,78,System.String,string,,No,
NetworkMonitoring,RouteDestination,148,System.String,string,,No,
NetworkMonitoring,RouteMetric,149,System.String,string,,No,
NetworkMonitoring,RouteNextHop,150,System.String,string,,No,
NetworkMonitoring,RouterIP,54,System.String,string,,No,
NetworkMonitoring,RouterName,53,System.String,string,,No,
NetworkMonitoring,RouteTableIpV4NextHops,139,System.String,string,,No,
NetworkMonitoring,RouteTableIpV6NextHops,140,System.String,string,,No,
NetworkMonitoring,RouteTableNextHopNodes,141,System.String,string,,No,
NetworkMonitoring,RuleName,21,System.String,string,,No,
NetworkMonitoring,SecondaryBytesInPerSecond,103,System.Int64,long,,No,
NetworkMonitoring,SecondaryBytesOutPerSecond,104,System.Int64,long,,No,
NetworkMonitoring,ServiceKey,100,System.String,string,,No,
NetworkMonitoring,ServiceLossHealthState,77,System.String,string,,No,
NetworkMonitoring,ServiceLossPercent,76,System.Double,real,,No,
NetworkMonitoring,ServiceProvider,85,System.String,string,,No,
NetworkMonitoring,ServiceResponseCode,70,System.Int64,long,,No,
NetworkMonitoring,ServiceResponseHealthState,73,System.String,string,,No,
NetworkMonitoring,ServiceResponseThreshold,74,System.Double,real,,No,
NetworkMonitoring,ServiceResponseThresholdMode,75,System.String,string,,No,
NetworkMonitoring,ServiceResponseTime,72,System.Double,real,,No,
NetworkMonitoring,ServiceTestId,67,System.Int32,int,,No,
NetworkMonitoring,SnmpManagementIpV4Address,127,System.String,string,,No,
NetworkMonitoring,SnmpManagementIpV6Address,128,System.String,string,,No,
NetworkMonitoring,SnmpPingStatus,152,System.String,string,,No,
NetworkMonitoring,SnmpVersion,126,System.String,string,,No,
NetworkMonitoring,SourceNetwork,5,System.String,string,,No,
NetworkMonitoring,SourceNetworkNodeInterface,35,System.String,string,,No,
NetworkMonitoring,SourceNetworkNodeLink,9,System.String,string,,No,
NetworkMonitoring,SourceSubNetwork,7,System.String,string,,No,
NetworkMonitoring,SpecificTrapType,191,System.String,string,,No,
NetworkMonitoring,SubnetId,14,System.String,string,,No,
NetworkMonitoring,SubnetLinkCount,29,System.Int32,int,,No,
NetworkMonitoring,SubscriptionId,99,System.String,string,,No,
NetworkMonitoring,SubType,4,System.String,string,,No,
NetworkMonitoring,SupportsSnmp,125,System.SByte,bool,,No,
NetworkMonitoring,sysContact,122,System.String,string,,No,
NetworkMonitoring,sysDescr,120,System.String,string,,No,
NetworkMonitoring,sysLocation,121,System.String,string,,No,
NetworkMonitoring,sysName,119,System.String,string,,No,
NetworkMonitoring,sysObjectID,123,System.String,string,,No,
NetworkMonitoring,sysUpTime,154,System.Int64,long,,No,
NetworkMonitoring,Target,71,System.String,string,,No,
NetworkMonitoring,TenantId,0,System.String,string,ID of the worksapce that stores this record,No,
NetworkMonitoring,TestName,66,System.String,string,,No,
NetworkMonitoring,TimeProcessed,34,System.DateTime,datetime,,No,
NetworkMonitoring,TimeSinceActive,22,System.Int32,int,,No,
NetworkMonitoring,TotalPeerings,95,System.Int32,int,,No,
NetworkMonitoring,TotalSessions,96,System.Int32,int,,No,
NetworkMonitoring,TraceRouteCompletionTime,65,System.DateTime,datetime,,No,
NetworkMonitoring,TrapCollectionIntervalInSeconds,194,System.Int32,int,,No,
NetworkMonitoring,TrapCount,195,System.Int32,int,,No,
NetworkMonitoring,TrapData,193,System.String,string,,No,
NetworkMonitoring,TrapOid,192,System.String,string,,No,
NetworkMonitoring,UtilizationHealthState,105,System.String,string,,No,
NetworkMonitoring,Vendor,118,System.String,string,,No,
NetworkMonitoring,VirtualNetwork,82,System.String,string,,No,
NetworkMonitoring,VLan,97,System.Int32,int,,No,
NetworkMonitoring,SourceSystem,1,System.String,string,,Yes,
NetworkMonitoring,Type,207,System.String,string,The name of the table. This will beNetworkMonitoringfor all records in this table.,Yes,
OfficeActivity,TimeGenerated,2,System.DateTime,datetime,Date and time the record was created.,Yes,
OfficeActivity,AADTarget,75,System.String,string,User that the action was performed on. The action is identified by the Operation property.,No,
OfficeActivity,Actor,69,System.String,string,User or service principal that performed the action.,No,
OfficeActivity,ActorContextId,70,System.String,string,GUID of the organization that the actor belongs to.,No,
OfficeActivity,ActorIpAddress,71,System.String,string,Actor's IP address in IPV4 or IPV6 address format.,No,
OfficeActivity,AffectedItems,57,System.String,string,Information about each item in the group.,No,
OfficeActivity,Application,65,System.String,string,"Application that triggers the account login event, such as Office 15.",No,
OfficeActivity,AzureActiveDirectory_EventType,63,System.String,string,Type of Azure AD event.,No,
OfficeActivity,Client,66,System.String,string,"Details about the client device, device OS, and device browser that was used for the of the account login event.",No,
OfficeActivity,Client_IPAddress,45,System.String,string,IP address of the device that was used when the operation was logged. The IP address is displayed in either an IPv4 or IPv6 address format.,No,
