service,folder,file,type,test,link,media name,mediafolder,folder match
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-solution-alert-management.md , Article  , False , log-analytics-alerts.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-solution-alert-management.md , Article  , False , log-analytics-linux-agents.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-solution-alert-management.md , Article  , False , log-analytics-add-solutions.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-solution-alert-management.md , Article  , False , log-analytics-windows-agent.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-solution-alert-management.md , Article  , False , log-analytics-linux-agents.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-monitor-web-app-availability.md , Media    , True  , ./media/app-insights-monitor-web-app-availability/appinsights-72webtest-plugin-parameters.png,app-insights-monitor-web-app-availability/appinsights-72webtest-plugin-parameters.png,app-insights-monitor-web-app-availability,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-solution-alert-management.md , Article  , False , log-analytics-log-searches.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-monitor-web-app-availability.md , Media    , True  , ./media/app-insights-monitor-web-app-availability/appinsights-72webtest-plugins.png,app-insights-monitor-web-app-availability/appinsights-72webtest-plugins.png,app-insights-monitor-web-app-availability,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-solution-alert-management.md , Article  , False , log-analytics-alerts.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-monitor-web-app-availability.md , Media    , True  , ./media/app-insights-monitor-web-app-availability/availabilitymetricalert.png,app-insights-monitor-web-app-availability/availabilitymetricalert.png,app-insights-monitor-web-app-availability,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-monitor-web-app-availability.md , Media    , True  , ./media/app-insights-monitor-web-app-availability/editaftersave.png,app-insights-monitor-web-app-availability/editaftersave.png,app-insights-monitor-web-app-availability,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-monitor-web-app-availability.md , Media    , True  , ./media/app-insights-monitor-web-app-availability/open-instance-3.png,app-insights-monitor-web-app-availability/open-instance-3.png,app-insights-monitor-web-app-availability,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-sql-assessment.md , Article  , False , log-analytics-windows-agent.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-sql-assessment.md , Anchor   ,       , #operations-manager-run-as-accounts-for-log-analytics,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-sql-assessment.md , Web URL  ,       , https://portal.azure.com,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-monitor-web-app-availability.md , Media    , True  , ./media/app-insights-monitor-web-app-availability/open-instance-4.png,app-insights-monitor-web-app-availability/open-instance-4.png,app-insights-monitor-web-app-availability,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-sql-assessment.md , Article  , False , log-analytics-log-search-upgrade.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-monitor-web-app-availability.md , Media    , True  , ./media/app-insights-monitor-web-app-availability/perf-test.png,app-insights-monitor-web-app-availability/perf-test.png,app-insights-monitor-web-app-availability,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-sql-assessment.md , Article  , False , log-analytics-log-search-upgrade.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-sql-assessment.md , Anchor   ,       , #ignore-recommendations,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-sql-assessment.md , Article  , False , log-analytics-log-searches.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-monitor-web-app-availability.md , Media    , True  , ./media/app-insights-monitor-web-app-availability/selectmetric.png,app-insights-monitor-web-app-availability/selectmetric.png,app-insights-monitor-web-app-availability,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-surface-hubs.md , Web URL  ,       , https://azure.microsoft.com/pricing/details/log-analytics/,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-surface-hubs.md , Article  , False , log-analytics-get-started.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-monitor-web-app-availability.md , Media    , True  , ./media/app-insights-monitor-web-app-availability/setactiongroup.png,app-insights-monitor-web-app-availability/setactiongroup.png,app-insights-monitor-web-app-availability,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs.md , Media    , True  , ./media/app-insights-nodejs/03-new_appinsights_resource.png,app-insights-nodejs/03-new_appinsights_resource.png,app-insights-nodejs,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs.md , Media    , True  , ./media/app-insights-nodejs/04-create_appinsights_resource.png,app-insights-nodejs/04-create_appinsights_resource.png,app-insights-nodejs,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-surface-hubs.md , Article  , False , log-analytics-alerts.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-surface-hubs.md , Article  , False , log-analytics-log-searches.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-surface-hubs.md , Article  , False , log-analytics-alerts.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-template-workspace-configuration.md , Web URL  ,       , https://docs.microsoft.com/azure/templates/microsoft.operationalinsights/workspaces,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs.md , Media    , True  , ./media/app-insights-nodejs/05-appinsights_ikey_portal.png,app-insights-nodejs/05-appinsights_ikey_portal.png,app-insights-nodejs,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-template-workspace-configuration.md , Web URL  ,       , https://azure.microsoft.com/documentation/templates/201-oms-extension-windows-vm/,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-template-workspace-configuration.md , Web URL  ,       , https://azure.microsoft.com/documentation/templates/201-oms-extension-ubuntu-vm/,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-template-workspace-configuration.md , Web URL  ,       , https://azure.microsoft.com/documentation/templates/asr-oms-monitoring/,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-template-workspace-configuration.md , Web URL  ,       , https://azure.microsoft.com/documentation/templates/101-webappazure-oms-monitoring/,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-template-workspace-configuration.md , Web URL  ,       , https://azure.microsoft.com/resources/templates/oms-existing-storage-account/,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-template-workspace-configuration.md , Article  , False , ../virtual-machines/windows/extensions-oms.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-template-workspace-configuration.md , Article  , False , ../virtual-machines/linux/extensions-oms.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-tutorial-dashboards.md , Web URL  ,       , https://portal.azure.com,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs.md , Media    , True  , ./media/app-insights-nodejs/06-appinsights_appmap.png,app-insights-nodejs/06-appinsights_appmap.png,app-insights-nodejs,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs.md , Media    , True  , ./media/app-insights-nodejs/07-appinsights_investigate_blades.png,app-insights-nodejs/07-appinsights_investigate_blades.png,app-insights-nodejs,TRUE
