service,folder,file,type,test,link,media name,mediafolder,folder match
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-computer-groups.md , Media    , True  , media/log-analytics-computer-groups/configure-activedirectory.png,log-analytics-computer-groups/configure-activedirectory.png,log-analytics-computer-groups,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs-quick-start.md , Unknown  ,       ," [""_""+r](config,i,u,e,o)",,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-computer-groups.md , Media    , True  , media/log-analytics-computer-groups/configure-saved.png,log-analytics-computer-groups/configure-saved.png,log-analytics-computer-groups,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs-quick-start.md , Article  , True  , app-insights-nodejs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs-quick-start.md , Web URL  ,       , https://docs.microsoft.com/azure/application-insights/app-insights-analytics,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs.md , Article  , True  , app-insights-detect-triage-diagnose.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-computer-groups.md , Media    , True  , media/log-analytics-computer-groups/configure-sccm.png,log-analytics-computer-groups/configure-sccm.png,log-analytics-computer-groups,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-computer-groups.md , Media    , True  , media/log-analytics-computer-groups/configure-wsus.png,log-analytics-computer-groups/configure-wsus.png,log-analytics-computer-groups,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-concept-hybrid.md , Media    , True  , media/log-analytics-concept-hybrid/log-analytics-on-prem-comms.png,log-analytics-concept-hybrid/log-analytics-on-prem-comms.png,log-analytics-concept-hybrid,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-dash01.png,log-analytics-containers/containers-dash01.png,log-analytics-containers,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-dash02.png,log-analytics-containers/containers-dash02.png,log-analytics-containers,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-diagram.png,log-analytics-containers/containers-diagram.png,log-analytics-containers,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-failed04.png,log-analytics-containers/containers-failed04.png,log-analytics-containers,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs.md , Article  , True  , app-insights-ip-addresses.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs.md , Article  , True  , app-insights-diagnostic-search.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs.md , Article  , True  , app-insights-api-custom-events-metrics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs.md , Article  , True  , app-insights-dashboards.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nodejs.md , Article  , False , app-insights-analytics-tour.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.Agent.Intercept/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.DependencyCollector/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.PerfCounterCollector/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.WindowsServer/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.WindowsServer.TelemetryChannel/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.AspNetCore/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.DependencyCollector/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.PerfCounterCollector/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.WindowsServer/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.WindowsServer.TelemetryChannel/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.DiagnosticSourceListener/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.EventSourceListener/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.EtwCollector/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.TraceListener/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.Log4NetAppender/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.NLogTarget/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.SnapshotCollector/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.ServiceFabric/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.ServiceFabric.Native/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.Agent_x64/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.Agent_x86/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , http://apmtips.com/blog/2016/11/18/how-application-insights-status-monitor-not-monitors-dependencies/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.AzureWebSites/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Web URL  ,       , https://www.nuget.org/packages/Microsoft.ApplicationInsights.Injector/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Article  , True  , app-insights-asp-net-core.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Article  , True  , app-insights-profiler-aspnetcore-linux.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-nuget.md , Article  , True  , app-insights-snapshot-debugger.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-log-search.png,log-analytics-containers/containers-log-search.png,log-analytics-containers,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-log-search.png,log-analytics-containers/containers-log-search.png,log-analytics-containers,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-perf01.png,log-analytics-containers/containers-perf01.png,log-analytics-containers,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-perf03.png,log-analytics-containers/containers-perf03.png,log-analytics-containers,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-queries.png,log-analytics-containers/containers-queries.png,log-analytics-containers,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-state-failed.png,log-analytics-containers/containers-state-failed.png,log-analytics-containers,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview-dashboard.md , Article  , True  , usage-funnels.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview-dashboard.md , Article  , True  , app-insights-usage-retention.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview-dashboard.md , Article  , True  , app-insights-usage-flows.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview-dashboard.md , Article  , True  , app-insights-dashboards.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Web URL  ,       , https://www.youtube.com/watch?v=fX2NtGrh-Y0,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-status.png,log-analytics-containers/containers-status.png,log-analytics-containers,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-status.png,log-analytics-containers/containers-status.png,log-analytics-containers,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-symbol.png,log-analytics-containers/containers-symbol.png,log-analytics-containers,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/containers-title.png,log-analytics-containers/containers-title.png,log-analytics-containers,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-containers.md , Media    , True  , ./media/log-analytics-containers/search-ubuntu.png,log-analytics-containers/search-ubuntu.png,log-analytics-containers,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-create-pipeline-datacollector-api.md , Media    , True  , ./media/log-analytics-create-pipeline-datacollector-api/correlating-disjoined-data-example-01.png,log-analytics-create-pipeline-datacollector-api/correlating-disjoined-data-example-01.png,log-analytics-create-pipeline-datacollector-api,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-create-pipeline-datacollector-api.md , Media    , True  , ./media/log-analytics-create-pipeline-datacollector-api/data-pipeline-dataflow-architecture.png,log-analytics-create-pipeline-datacollector-api/data-pipeline-dataflow-architecture.png,log-analytics-create-pipeline-datacollector-api,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-create-pipeline-datacollector-api.md , Media    , True  , ./media/log-analytics-create-pipeline-datacollector-api/example-simple-schema-01.png,log-analytics-create-pipeline-datacollector-api/example-simple-schema-01.png,log-analytics-create-pipeline-datacollector-api,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-create-pipeline-datacollector-api.md , Media    , True  , ./media/log-analytics-create-pipeline-datacollector-api/functions-example-project-01.png,log-analytics-create-pipeline-datacollector-api/functions-example-project-01.png,log-analytics-create-pipeline-datacollector-api,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-create-pipeline-datacollector-api.md , Media    , True  , ./media/log-analytics-create-pipeline-datacollector-api/functions-test-01.png,log-analytics-create-pipeline-datacollector-api/functions-test-01.png,log-analytics-create-pipeline-datacollector-api,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-create-pipeline-datacollector-api.md , Media    , True  , ./media/log-analytics-create-pipeline-datacollector-api/logic-apps-workflow-example-01.png,log-analytics-create-pipeline-datacollector-api/logic-apps-workflow-example-01.png,log-analytics-create-pipeline-datacollector-api,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-create-pipeline-datacollector-api.md , Media    , True  , ./media/log-analytics-create-pipeline-datacollector-api/logic-apps-workflow-example-02.png,log-analytics-create-pipeline-datacollector-api/logic-apps-workflow-example-02.png,log-analytics-create-pipeline-datacollector-api,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-custom-fields.md , Media    , True  , media/log-analytics-custom-fields/additional-example-01.png,log-analytics-custom-fields/additional-example-01.png,log-analytics-custom-fields,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-custom-fields.md , Media    , True  , media/log-analytics-custom-fields/additional-example-02.png,log-analytics-custom-fields/additional-example-02.png,log-analytics-custom-fields,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-custom-fields.md , Media    , True  , media/log-analytics-custom-fields/extract-fields.png,log-analytics-custom-fields/extract-fields.png,log-analytics-custom-fields,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-dashboards.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-live-stream.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-usage-overview.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Web URL  ,       , https://azure.microsoft.com/pricing/details/application-insights/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-monitor-performance-live-website-now.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-monitor-performance-live-website-now.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-java-live.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-asp-net.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-java-get-started.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-nodejs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-platforms.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-javascript.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-mobile-center-quickstart.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-monitor-performance-live-website-now.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-java-live.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-asp-net.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-java-get-started.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Article  , True  , app-insights-nodejs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Web URL  ,       , https://social.msdn.microsoft.com/Forums/vstudio/home?forum=ApplicationInsights,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Web URL  ,       , http://stackoverflow.com/questions/tagged/ms-application-insights,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Web URL  ,       , https://feedback.azure.com/forums/357324-application-insights/filters/top,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-overview.md , Web URL  ,       , https://azure.microsoft.com/blog/tag/application-insights,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-custom-fields.md , Media    , True  , media/log-analytics-custom-fields/field-title.png,log-analytics-custom-fields/field-title.png,log-analytics-custom-fields,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-performance-counters.md , Article  , True  , app-insights-overview.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-custom-fields.md , Media    , True  , media/log-analytics-custom-fields/final-results.png,log-analytics-custom-fields/final-results.png,log-analytics-custom-fields,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-performance-counters.md , Article  , False , app-insights-azure-diagnostics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-performance-counters.md , Article  , True  , app-insights-metrics-explorer.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-custom-fields.md , Media    , True  , media/log-analytics-custom-fields/initial-count.png,log-analytics-custom-fields/initial-count.png,log-analytics-custom-fields,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-performance-counters.md , Article  , True  , app-insights-dashboards.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-performance-counters.md , Web URL  ,       , https://technet.microsoft.com/library/hh849685.aspx,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-performance-counters.md , Article  , True  , app-insights-analytics.md,,,
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-custom-fields.md , Media    , True  , media/log-analytics-custom-fields/list.png,log-analytics-custom-fields/list.png,log-analytics-custom-fields,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-custom-fields.md , Media    , True  , media/log-analytics-custom-fields/main-example.png,log-analytics-custom-fields/main-example.png,log-analytics-custom-fields,TRUE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-custom-fields.md , Media    , True  , media/log-analytics-custom-fields/modify-highlight.png,log-analytics-custom-fields/modify-highlight.png,log-analytics-custom-fields,TRUE
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-performance-counters.md , Article  , True  , app-insights-asp-net-exceptions.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-performance-counters.md , Article  , True  , app-insights-alerts.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-performance-counters.md , Article  , True  , app-insights-asp-net-dependencies.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-performance-counters.md , Article  , True  , app-insights-asp-net-exceptions.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-overview.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-asp-net.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-java-get-started.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-javascript.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-nodejs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://safe-stack.github.io/docs/template-azure-ai/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://github.com/Microsoft/ApplicationInsights-PHP,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://pypi.python.org/pypi/applicationinsights/0.1.0,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://rubygems.org/gems/application_insights,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Anchor   ,       , #projects,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-asp-net.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-monitor-performance-live-website-now.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-asp-net-core.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-mobile-center-quickstart.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://github.com/Microsoft/ApplicationInsights-Android,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://github.com/MarkPieszak/angular-application-insights,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-azure-web-apps.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-cloudservices.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://github.com/christopheranderson/azure-functions-app-insights-sample,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-docker.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://azure.microsoft.com/blog/glimpse-application-insights/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-mobile-center-quickstart.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://github.com/SoftwarePioniere/ionic-application-insights,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://github.com/Microsoft/ApplicationInsights-iOS,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-java-get-started.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-java-live.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://www.npmjs.com/package/applicationinsights,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://github.com/Microsoft/ApplicationInsights-OSX,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://safe-stack.github.io/docs/template-azure-ai/,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , http://joe.blog.freemansoft.com/2015/12/enabling-microsoft-application-insight.html,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-mobile-center-quickstart.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , False , https://github.com/Microsoft/ApplicationInsights-SDK-Labs/blob/master/WCF/readme.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-windows-desktop.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Anchor   ,       , #projects,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-asp-net-trace-logs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Article  , True  , app-insights-java-trace-logs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://msdn.microsoft.com/library/dn440729.aspx,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , http://blogs.msdn.com/b/visualstudioalm/archive/2015/07/30/getting-application-insights-counters-with-cloud-based-load-testing.aspx,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://github.com/Azure/azure-diagnostics-tools/tree/master/Logstash/logstash-output-applicationinsights,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-platforms.md , Web URL  ,       , https://blogs.technet.microsoft.com/msoms/2016/09/26/application-insights-connector-in-oms/,,,
