filename,foldername,path,fullpath,tocheader,tocfolder,tocname,tocpath,title,description,services,documentationcenter,author,manager,editor,ms.assetid,ms.service,ms.workload,ms.tgt_pltfrm,ms.devlang,ms.topic,Type,ms.date,ms.author,ms.component
platforms.md,app,app,app\platforms.md,Reference,Reference\Application Insights,Reference,Reference\Application Insights\Platform support,"'Application Insights= languages, platforms and integrations| Microsoft Docs'","Languages, platforms and integrations available for Application Insights",application-insights,'',mrbullwinkle,carmonm,,974db106-54ff-4318-9f8b-f7b3a869e536,application-insights,tbd,ibiza,,conceptual,conceptual,5/16/2019,mbullwin,
correlation.md,app,app,app\correlation.md,Reference,Reference\Application Insights,Reference,Reference\Application Insights\Telemetry correlation,Azure Application Insights telemetry correlation | Microsoft Docs,Application Insights telemetry correlation,application-insights,.net,lgayhardt,carmonm,,,application-insights,TBD,ibiza,,conceptual,conceptual,6/7/2019,lagayhar,
azure-functions-supported-features.md,app,app,app\azure-functions-supported-features.md,Reference,Reference,Reference,Reference\Azure Functions,Azure Application Insights - Azure Functions Supported Features | Microsoft Docs,Application Insights Supported Features for Azure Functions,application-insights,.net,MS-TimothyMothra,,,,application-insights,TBD,ibiza,,reference,reference,4/23/2019,tilee,
monitoring-classic-retirement.md,platform,platform,platform\monitoring-classic-retirement.md,Reference,Reference\Feature and API Retirement,Reference,Reference\Feature and API Retirement\Classic alerting & monitoring,Unified alerting & monitoring in Azure Monitor replaces classic alerting & monitoring,"Overview of retirement of classic monitoring services and functionality, earlier shown in Azure portal under Alerts (classic). Classic alerting & monitoring includes classic metric alerts for Azure resources, classic metric alerts for Application Insights, classic webtest alerts for Application Insights, classic custom metric based alerts for Application Insights and classic alerts for Application Insights SmartDetection v1",azure-monitor,,msvijayn,,,,azure-monitor,,,,conceptual,conceptual,2/7/2019,vinagara,
alerts-extend-tool.md,platform,platform,platform\alerts-extend-tool.md,Reference,Reference\Feature and API Retirement,Reference,Reference\Feature and API Retirement\Copy alerts from OMS portal to Azure portal,Extend alerts from Log Analytics to Azure Government Cloud,This article describes the tools and API by which you can extend alerts from Log Analytics to Azure Alerts.,azure-monitor,,msvijayn,,,,azure-monitor,,,,conceptual,conceptual,6/4/2018,vinagara,
alerts-extend.md,platform,platform,platform\alerts-extend.md,Reference,Reference\Feature and API Retirement,Reference,Reference\Feature and API Retirement\Extend alerts from Log Analytics to Azure,Extend (copy) Log Analytics alerts into Azure Government Cloud,"Overview of process to copy alerts from Log Analytics in OMS portal into Azure Alerts, with details addressing common customer concerns.",azure-monitor,,msvijayn,,,,azure-monitor,,,,conceptual,conceptual,10/1/2018,vinagara,
alerts-log-api-switch.md,platform,platform,platform\alerts-log-api-switch.md,Reference,Reference\Feature and API Retirement,Reference,Reference\Feature and API Retirement\Switch log alert API preference,Switch from legacy Log Analytics alerts API into new Azure Alerts API,"Overview of legacy savedSearch based Log Analytics Alert API and process to switch alert rules to new ScheduledQueryRules API, with details addressing common customer concerns.",azure-monitor,,msvijayn,,,,azure-monitor,,,,conceptual,conceptual,5/30/2019,vinagara,
metrics-supported.md,platform,platform,platform\metrics-supported.md,Reference,Reference\Metrics,Reference,Reference\Metrics\Supported metrics,Azure Monitor supported metrics by resource type,List of metrics available for each resource type with Azure Monitor.,azure-monitor,,anirudhcavale,,,,azure-monitor,,,,reference,reference,5/20/2019,ancav,
alerts-metric-near-real-time.md,platform,platform,platform\alerts-metric-near-real-time.md,Reference,Reference\Metrics,Reference,Reference\Metrics\Supported metrics for newer alerts,Supported resources for metric alerts in Azure Monitor,Reference on support metrics and logs for metric alerts in Azure Monitor,monitoring,,snehithm,,,,azure-monitor,,,,conceptual,conceptual,6/29/2018,snmuvva,
diagnostics-extension-schema.md,platform,platform,platform\diagnostics-extension-schema.md,Reference,Reference\Schemas,Reference,Reference\Schemas\Azure Diagnostics extension schema,Azure Diagnostics extension configuration schema version history,"Relevant to collecting perf counters in Azure Virtual Machines, VM Scale Sets, Service Fabric, and Cloud Services.",azure-monitor,,rboucher,,,,azure-monitor,,,dotnet,reference,reference,9/20/2018,robb,
diagnostics-extension-schema-1dot0.md,platform,platform,platform\diagnostics-extension-schema-1dot0.md,Reference,Reference\Schemas\Azure Diagnostics extension schema,Reference,Reference\Schemas\Azure Diagnostics extension schema\1.0,Azure Diagnostics 1.0 Configuration Schema,"ONLY relevant if you are using Azure SDK 2.4 and below with Azure Virtual Machines, Virtual Machine Scale Sets, Service Fabric, or Cloud Services.",azure-monitor,,rboucher,,,,azure-monitor,,,dotnet,reference,reference,5/15/2017,robb,
diagnostics-extension-schema-1dot2.md,platform,platform,platform\diagnostics-extension-schema-1dot2.md,Reference,Reference\Schemas\Azure Diagnostics extension schema,Reference,Reference\Schemas\Azure Diagnostics extension schema\1.2,Azure Diagnostics extension 1.2 Configuration Schema,"ONLY relevant if you are using Azure SDK 2.5 with Azure Virtual Machines, Virtual Machine Scale Sets, Service Fabric, or Cloud Services.",azure-monitor,,rboucher,,,,azure-monitor,,,dotnet,reference,reference,5/15/2017,robb,
diagnostics-extension-schema-1dot3.md,platform,platform,platform\diagnostics-extension-schema-1dot3.md,Reference,Reference\Schemas\Azure Diagnostics extension schema,Reference,Reference\Schemas\Azure Diagnostics extension schema\1.3 and later,Azure Diagnostics extension 1.3 and later configuration schema,Schema version 1.3 and later Azure diagnostics shipped as part of the Microsoft Azure SDK 2.4 and later.,azure-monitor,,rboucher,,,,azure-monitor,,,dotnet,reference,reference,9/20/2018,robb,
diagnostic-logs-schema.md,platform,platform,platform\diagnostic-logs-schema.md,Reference,Reference\Schemas,Reference,"Reference\Schemas\Diagnostic logs services, categories, and schemas",Azure Diagnostic Logs supported services and schemas,Understand the supported services and event schema for Azure Diagnostic Logs.,azure-monitor,,rboucher,,,,azure-monitor,,,,reference,reference,10/11/2018,robb,
service-limits.md,azure-monitor,,service-limits.md,Reference,Reference,Reference,Reference\Service limits,Azure Monitor service limits | Microsoft Docs,Lists limits in different areas of Azure Monitor.,azure-monitor,azure-monitor,bwren,carmonm,tysonn,,azure-monitor,infrastructure-services,na,,conceptual,conceptual,6/10/2019,bwren,
release-notes.md,app,app,app\release-notes.md,Resources,Resources\News,Resources,Resources\News\SDK release notes,Release notes for Azure Application Insights | Microsoft Docs,The latest updates for Application Insights SDKs.,application-insights,'',mrbullwinkle,carmonm,,9cd2ecdb-c2b9-4e4a-b6aa-beb0c2ca4ffc,application-insights,tbd,ibiza,,conceptual,conceptual,5/17/2017,mbullwin,
powershell-samples.md,platform,platform,platform\powershell-samples.md,Samples,Samples,Samples,Samples\Azure PowerShell,Azure Monitor PowerShell Samples | Microsoft Docs,Azure Monitor PowerShell Samples,log-analytics,'',mgoedtel,carmonm,tysonn,,log-analytics,na,na,,conceptual,conceptual,9/14/2017,magoedte,
tutorial-alert.md,learn,learn,learn\tutorial-alert.md,Tutorials,Tutorials\Application Insights,Tutorials,Tutorials\Application Insights\Alert on application health,Send alerts from Azure Application Insights | Microsoft Docs,Tutorial to send alerts in response to errors in your application using Azure Application Insights.,,,mrbullwinkle,carmonm,,,application-insights,,,,tutorial,tutorial,4/10/2019,mbullwin,
tutorial-app-dashboards.md,learn,learn,learn\tutorial-app-dashboards.md,Tutorials,Tutorials\Application Insights,Tutorials,Tutorials\Application Insights\Create custom dashboards,Create custom dashboards in Azure Application Insights | Microsoft Docs,Tutorial to create custom KPI dashboards using Azure Application Insights.,application-insights,,lgayhardt,carmonm,,,application-insights,,,,tutorial,tutorial,1/11/2019,lagayhar,
tutorial-performance.md,learn,learn,learn\tutorial-performance.md,Tutorials,Tutorials\Application Insights,Tutorials,Tutorials\Application Insights\Find application performance issues,Diagnose performance issues using Azure Application Insights | Microsoft Docs,Tutorial to find and diagnose performance issues in your application using Azure Application Insights.,application-insights,,mrbullwinkle,carmonm,,,application-insights,,,,tutorial,tutorial,9/18/2017,mbullwin,
tutorial-runtime-exceptions.md,learn,learn,learn\tutorial-runtime-exceptions.md,Tutorials,Tutorials\Application Insights,Tutorials,Tutorials\Application Insights\Find application run-time exceptions,Diagnose run-time exceptions using Azure Application Insights | Microsoft Docs,Tutorial to find and diagnose run-time exceptions in your application using Azure Application Insights.,application-insights,,mrbullwinkle,carmonm,,,application-insights,,,,tutorial,tutorial,9/19/2017,mbullwin,
tutorial-users.md,learn,learn,learn\tutorial-users.md,Tutorials,Tutorials\Application Insights,Tutorials,Tutorials\Application Insights\Understand application users,Understand your customers in Azure Application Insights | Microsoft Docs,Tutorial on using Azure Application Insights to understand how customers are using your application.,application-insights,,mrbullwinkle,carmonm,,,application-insights,,,,tutorial,tutorial,9/20/2017,mbullwin,
tutorial-archive-data.md,learn,learn,learn\tutorial-archive-data.md,Tutorials,Tutorials,Tutorials,Tutorials\Archive platform metric and log data,Archive Azure metric and log data using Azure Storage,Archive log and metric data produced within Azure to a storage account.,azure-monitor,,johnkemnetz,,,,azure-monitor,,,,tutorial,tutorial,9/25/2017,johnkem,
tutorial-autoscale-performance-schedule.md,learn,learn,learn\tutorial-autoscale-performance-schedule.md,Tutorials,Tutorials,Tutorials,Tutorials\Autoscale on performance and schedule,Autoscale Azure resources based on performance data or a schedule,Create an autoscale setting for an app service plan using metric data and a schedule,azure-monitor,,anirudhcavale,,,,azure-monitor,,,,tutorial,tutorial,12/11/2017,ancav,
tutorial-response.md,learn,learn,learn\tutorial-response.md,Tutorials,Tutorials\Logs,Tutorials,Tutorials\Logs\Alert on log data,Respond to events with Azure Log Analytics Alerts | Microsoft Docs,This tutorial helps you understand alerting with Log Analytics to identify important information in your workspace and proactively notify you of issues or invoke actions to attempt to correct them.,log-analytics,log-analytics,MGoedtel,carmonm,'',abb07f6c-b356-4f15-85f5-60e4415d0ba2,log-analytics,na,na,,tutorial,tutorial,10/5/2018,magoedte,
get-started-portal.md,log-query,log-query,log-query\get-started-portal.md,Tutorials,Tutorials\Logs,Tutorials,Tutorials\Logs\Log Analytics,Get started with Azure Monitor Log Analytics | Microsoft Docs,This article provides a tutorial for using Log Analytics in the Azure portal to write queries.,log-analytics,,bwren,carmonm,,,log-analytics,,,,conceptual,conceptual,8/20/2018,bwren,
get-started-queries.md,log-query,log-query,log-query\get-started-queries.md,Tutorials,Tutorials\Logs,Tutorials,Tutorials\Logs\Log queries,Get started with log queries in Azure Monitor | Microsoft Docs,This article provides a tutorial for getting started writing log queries in Azure Monitor.,log-analytics,'',bwren,carmonm,'',,log-analytics,na,na,,conceptual,conceptual,5/9/2019,bwren,
tutorial-logs-dashboards.md,learn,learn,learn\tutorial-logs-dashboards.md,Tutorials,Tutorials\Logs,Tutorials,Tutorials\Logs\Visualize log data,Create and share dashboards of Azure Log Analytics data | Microsoft Docs,"This tutorial helps you understand how Log Analytics dashboards can visualize all of your saved log queries, giving you a single lens to view your environment.",log-analytics,log-analytics,mgoedtel,carmonm,'',abb07f6c-b356-4f15-85f5-60e4415d0ba2,log-analytics,na,na,,tutorial,tutorial,6/19/2019,magoedte,
