service,folder,file,type,link,medianame,mediafolder,foldermatch
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-quick-collect-windows-computer.md , Media    , media/log-analytics-quick-collect-azurevm/log-analytics-advanced-settings-01.png,log-analytics-quick-collect-azurevm/log-analytics-advanced-settings-01.png,log-analytics-quick-collect-azurevm,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-sccm.md , Media    , media/log-analytics-quick-collect-azurevm/log-analytics-advanced-settings-01.png,log-analytics-quick-collect-azurevm/log-analytics-advanced-settings-01.png,log-analytics-quick-collect-azurevm,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-quick-collect-linux-computer.md , Media    , media/log-analytics-quick-collect-azurevm/log-analytics-portal-delete-resource.png,log-analytics-quick-collect-azurevm/log-analytics-portal-delete-resource.png,log-analytics-quick-collect-azurevm,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-quick-collect-windows-computer.md , Media    , media/log-analytics-quick-collect-azurevm/log-analytics-portal-delete-resource.png,log-analytics-quick-collect-azurevm/log-analytics-portal-delete-resource.png,log-analytics-quick-collect-azurevm,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-quick-collect-windows-computer.md , Media    , media/log-analytics-quick-collect-azurevm/windows-perfcounters-default.png,log-analytics-quick-collect-azurevm/windows-perfcounters-default.png,log-analytics-quick-collect-azurevm,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-quick-collect-windows-computer.md , Media    , media/log-analytics-quick-collect-linux-computer/log-analytics-portal-queryexample.png,log-analytics-quick-collect-linux-computer/log-analytics-portal-queryexample.png,log-analytics-quick-collect-linux-computer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-agent-windows.md , Media    , media/log-analytics-quick-collect-windows-computer/log-analytics-mma-laworkspace-status.png,log-analytics-quick-collect-windows-computer/log-analytics-mma-laworkspace-status.png,log-analytics-quick-collect-windows-computer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-agent-windows.md , Media    , media/log-analytics-quick-collect-windows-computer/log-analytics-mma-setup-laworkspace.png,log-analytics-quick-collect-windows-computer/log-analytics-mma-setup-laworkspace.png,log-analytics-quick-collect-windows-computer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-quick-create-workspace-cli.md , Media    , ./media/log-analytics-template-workspace-configuration/template-output-01.png,log-analytics-template-workspace-configuration/template-output-01.png,log-analytics-template-workspace-configuration,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-quick-create-workspace-posh.md , Media    , ./media/log-analytics-template-workspace-configuration/template-output-01.png,log-analytics-template-workspace-configuration/template-output-01.png,log-analytics-template-workspace-configuration,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-filters.md , Media    , media/log-analytics-view-designer/filters-example-custom.png,log-analytics-view-designer/filters-example-custom.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-filters.md , Media    , media/log-analytics-view-designer/filters-example-time.png,log-analytics-view-designer/filters-example-time.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-filters.md , Media    , media/log-analytics-view-designer/filters-settings.png,log-analytics-view-designer/filters-settings.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-tiles.md , Media    , media/log-analytics-view-designer/tile-donut.png,log-analytics-view-designer/tile-donut.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-tiles.md , Media    , media/log-analytics-view-designer/tile-line-chart.png,log-analytics-view-designer/tile-line-chart.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-tiles.md , Media    , media/log-analytics-view-designer/tile-line-chart-callout.png,log-analytics-view-designer/tile-line-chart-callout.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-tiles.md , Media    , media/log-analytics-view-designer/tile-number.png,log-analytics-view-designer/tile-number.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-tiles.md , Media    , media/log-analytics-view-designer/tile-two-numbers.png,log-analytics-view-designer/tile-two-numbers.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-tiles.md , Media    , media/log-analytics-view-designer/tile-two-timelines.png,log-analytics-view-designer/tile-two-timelines.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-parts.md , Media    , media/log-analytics-view-designer/view-donut-list.png,log-analytics-view-designer/view-donut-list.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-parts.md , Media    , media/log-analytics-view-designer/view-information.png,log-analytics-view-designer/view-information.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-parts.md , Media    , media/log-analytics-view-designer/view-line-chart-callout-list.png,log-analytics-view-designer/view-line-chart-callout-list.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-parts.md , Media    , media/log-analytics-view-designer/view-line-chart-callout-list.png,log-analytics-view-designer/view-line-chart-callout-list.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-parts.md , Media    , media/log-analytics-view-designer/view-list-queries.png,log-analytics-view-designer/view-list-queries.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-parts.md , Media    , media/log-analytics-view-designer/view-number-list.png,log-analytics-view-designer/view-number-list.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-parts.md , Media    , media/log-analytics-view-designer/view-stack-line-charts.png,log-analytics-view-designer/view-stack-line-charts.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-parts.md , Media    , media/log-analytics-view-designer/view-two-numbers-list.png,log-analytics-view-designer/view-two-numbers-list.png,log-analytics-view-designer,FALSE
log-analytics ,C:\Users\bwren\Git\azure-docs-pr\articles\log-analytics , log-analytics-view-designer-parts.md , Media    , media/log-analytics-view-designer/view-two-timelines-list.png,log-analytics-view-designer/view-two-timelines-list.png,log-analytics-view-designer,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-data-collection.md , Media    , ../azure-monitor/media/overview/overview.png,../azure-monitor/overview/overview.png,..,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-container-insights-optout.md , Media    , ./media/monitoring-container-health/container-properties-page.png,monitoring-container-health/container-properties-page.png,monitoring-container-health,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-configure.md , Media    , media/monitoring-service-map/agents.png,monitoring-service-map/agents.png,monitoring-service-map,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-scom.md , Media    , media/monitoring-service-map/scom-config-group.png,monitoring-service-map/scom-config-group.png,monitoring-service-map,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-scom.md , Media    , media/monitoring-service-map/scom-config-machine-groups.png,monitoring-service-map/scom-config-machine-groups.png,monitoring-service-map,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-scom.md , Media    , media/monitoring-service-map/scom-config-pool.png,monitoring-service-map/scom-config-pool.png,monitoring-service-map,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-scom.md , Media    , media/monitoring-service-map/scom-config-spn.png,monitoring-service-map/scom-config-spn.png,monitoring-service-map,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-scom.md , Media    , media/monitoring-service-map/scom-config-success.png,monitoring-service-map/scom-config-success.png,monitoring-service-map,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-scom.md , Media    , media/monitoring-service-map/scom-configuration.png,monitoring-service-map/scom-configuration.png,monitoring-service-map,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-scom.md , Media    , media/monitoring-service-map/scom-config-workspace.png,monitoring-service-map/scom-config-workspace.png,monitoring-service-map,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-scom.md , Media    , media/monitoring-service-map/scom-dad.png,monitoring-service-map/scom-dad.png,monitoring-service-map,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-scom.md , Media    , media/monitoring-service-map/scom-edit-workspace.png,monitoring-service-map/scom-edit-workspace.png,monitoring-service-map,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-scom.md , Media    , media/monitoring-service-map/scom-group-dad.png,monitoring-service-map/scom-group-dad.png,monitoring-service-map,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-scom.md , Media    , media/monitoring-service-map/scom-monitoring.png,monitoring-service-map/scom-monitoring.png,monitoring-service-map,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-scom.md , Media    , media/monitoring-service-map/scom-monitoring-servers.png,monitoring-service-map/scom-monitoring-servers.png,monitoring-service-map,FALSE
monitoring ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring , monitoring-service-map-scom.md , Media    , media/monitoring-service-map/scom-overrides.png,monitoring-service-map/scom-overrides.png,monitoring-service-map,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-metric-classic.md , Media    , ./media/alerts-metric-classic/AddAlertOnlyParamsPage.png,alerts-metric-classic/AddAlertOnlyParamsPage.png,alerts-metric-classic,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-metric-classic.md , Media    , ./media/alerts-metric-classic/AlertRulesButton.png,alerts-metric-classic/AlertRulesButton.png,alerts-metric-classic,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , azure-diagnostics-configure-application-insights.md , Media    , ./media/azure-diagnostics-configure-applicationinsights/AzDiag_Channels_App_Insights.png,azure-diagnostics-configure-applicationinsights/AzDiag_Channels_App_Insights.png,azure-diagnostics-configure-applicationinsights,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , azure-diagnostics-configure-application-insights.md , Media    , ./media/azure-diagnostics-configure-applicationinsights/Azure_Diagnostics_Sinks.png,azure-diagnostics-configure-applicationinsights/Azure_Diagnostics_Sinks.png,azure-diagnostics-configure-applicationinsights,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , insights-advanced-autoscale-virtual-machine-scale-sets.md , Media    , ./media/insights-advanced-autoscale-vmss/autoscalewad.png,insights-advanced-autoscale-vmss/autoscalewad.png,insights-advanced-autoscale-vmss,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , insights-advanced-autoscale-virtual-machine-scale-sets.md , Media    , ./media/insights-advanced-autoscale-vmss/azure_explorer_navigate.png,insights-advanced-autoscale-vmss/azure_explorer_navigate.png,insights-advanced-autoscale-vmss,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , insights-advanced-autoscale-virtual-machine-scale-sets.md , Media    , ./media/insights-advanced-autoscale-vmss/profiles.png,insights-advanced-autoscale-vmss/profiles.png,insights-advanced-autoscale-vmss,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , metrics-store-custom-guestos-resource-manager-vm.md , Media    , ./media/metrics-store-custom-rest-api/metrics.png,metrics-store-custom-rest-api/metrics.png,metrics-store-custom-rest-api,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , metrics-store-custom-guestos-resource-manager-vmss.md , Media    , ./media/metrics-store-custom-rest-api/metrics.png,metrics-store-custom-rest-api/metrics.png,metrics-store-custom-rest-api,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-extend-tool.md , Media    , ./media/monitor-alerts-extend/azure-portal-01.png,monitor-alerts-extend/azure-portal-01.png,monitor-alerts-extend,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-extend-tool.md , Media    , ./media/monitor-alerts-extend/ErrorPolicy.png,monitor-alerts-extend/ErrorPolicy.png,monitor-alerts-extend,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-extend-tool.md , Media    , ./media/monitor-alerts-extend/ErrorScopeLock.png,monitor-alerts-extend/ErrorScopeLock.png,monitor-alerts-extend,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-extend-tool.md , Media    , ./media/monitor-alerts-extend/ExtendInto.png,monitor-alerts-extend/ExtendInto.png,monitor-alerts-extend,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-extend-tool.md , Media    , ./media/monitor-alerts-extend/ExtendStep1.png,monitor-alerts-extend/ExtendStep1.png,monitor-alerts-extend,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-extend-tool.md , Media    , ./media/monitor-alerts-extend/ExtendStep2.png,monitor-alerts-extend/ExtendStep2.png,monitor-alerts-extend,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-extend-tool.md , Media    , ./media/monitor-alerts-extend/ExtendStep3.png,monitor-alerts-extend/ExtendStep3.png,monitor-alerts-extend,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-extend-tool.md , Media    , ./media/monitor-alerts-extend/oms-portal-settings-option.png,monitor-alerts-extend/oms-portal-settings-option.png,monitor-alerts-extend,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-extend.md , Media    , ./media/monitor-alerts-extend/PostExtendList.png,monitor-alerts-extend/PostExtendList.png,monitor-alerts-extend,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-extend-tool.md , Media    , ./media/monitor-alerts-extend/PostExtendList.png,monitor-alerts-extend/PostExtendList.png,monitor-alerts-extend,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-alerts-extend.md , Media    , ./media/monitor-alerts-extend/ScheduledDirection.png,monitor-alerts-extend/ScheduledDirection.png,monitor-alerts-extend,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-log.md , Media    , ./media/monitor-alerts-unified/aggregate-on.png,monitor-alerts-unified/aggregate-on.png,monitor-alerts-unified,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-log.md , Media    , ./media/monitor-alerts-unified/AlertsAnalyticsCreate.png,monitor-alerts-unified/AlertsAnalyticsCreate.png,monitor-alerts-unified,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-log.md , Media    , ./media/monitor-alerts-unified/Alert-SelectResourceLog.png,monitor-alerts-unified/Alert-SelectResourceLog.png,monitor-alerts-unified,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-log.md , Media    , ./media/monitor-alerts-unified/AlertsPreviewAdd.png,monitor-alerts-unified/AlertsPreviewAdd.png,monitor-alerts-unified,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-log.md , Media    , ./media/monitor-alerts-unified/AlertsPreviewAlertLog.png,monitor-alerts-unified/AlertsPreviewAlertLog.png,monitor-alerts-unified,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-log.md , Media    , ./media/monitor-alerts-unified/AlertsPreviewCreate.png,monitor-alerts-unified/AlertsPreviewCreate.png,monitor-alerts-unified,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-log.md , Media    , ./media/monitor-alerts-unified/AlertsPreviewMenu.png,monitor-alerts-unified/AlertsPreviewMenu.png,monitor-alerts-unified,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-activity-log.md , Media    , ./media/monitor-alerts-unified/AlertsPreviewOption.png,monitor-alerts-unified/AlertsPreviewOption.png,monitor-alerts-unified,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-log.md , Media    , ./media/monitor-alerts-unified/AlertsPreviewOption.png,monitor-alerts-unified/AlertsPreviewOption.png,monitor-alerts-unified,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-log.md , Media    , ./media/monitor-alerts-unified/AlertsPreviewOverrideLog.png,monitor-alerts-unified/AlertsPreviewOverrideLog.png,monitor-alerts-unified,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-log.md , Media    , ./media/monitor-alerts-unified/AlertsPreviewResourceSelectionLog.png,monitor-alerts-unified/AlertsPreviewResourceSelectionLog.png,monitor-alerts-unified,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-log.md , Media    , ./media/monitor-alerts-unified/AlertsPreviewSuppress.png,monitor-alerts-unified/AlertsPreviewSuppress.png,monitor-alerts-unified,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitor-alerts-unified-log.md , Media    , ./media/monitor-alerts-unified/metrics-measurement-sample-graph.png,monitor-alerts-unified/metrics-measurement-sample-graph.png,monitor-alerts-unified,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitor-send-to-grafana.md , Media    , .\media\monitor-how-to-grafana\grafana1.png,monitor-how-to-grafana/grafana1.png,monitor-how-to-grafana,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitor-send-to-grafana.md , Media    , .\media\monitor-how-to-grafana\grafana2.png,monitor-how-to-grafana/grafana2.png,monitor-how-to-grafana,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitor-send-to-grafana.md , Media    , .\media\monitor-how-to-grafana\grafana3.png,monitor-how-to-grafana/grafana3.png,monitor-how-to-grafana,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitor-send-to-grafana.md , Media    , .\media\monitor-how-to-grafana\grafana4-1.png,monitor-how-to-grafana/grafana4-1.png,monitor-how-to-grafana,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitor-send-to-grafana.md , Media    , .\media\monitor-how-to-grafana\grafana5.png,monitor-how-to-grafana/grafana5.png,monitor-how-to-grafana,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitor-send-to-grafana.md , Media    , .\media\monitor-how-to-grafana\grafana6.png,monitor-how-to-grafana/grafana6.png,monitor-how-to-grafana,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitor-send-to-grafana.md , Media    , .\media\monitor-how-to-grafana\grafana7.png,monitor-how-to-grafana/grafana7.png,monitor-how-to-grafana,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitor-send-to-grafana.md , Media    , .\media\monitor-how-to-grafana\grafana8.png,monitor-how-to-grafana/grafana8.png,monitor-how-to-grafana,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/add-action.png,monitoring-action-groups/add-action.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/content-type-header.png,monitoring-action-groups/content-type-header.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/create-logic-app-dialog.png,monitoring-action-groups/create-logic-app-dialog.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/http-request-trigger-shape.png,monitoring-action-groups/http-request-trigger-shape.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/logic-app-triggers.png,monitoring-action-groups/logic-app-triggers.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/metric-alert-false-condition-post-action.png,monitoring-action-groups/metric-alert-false-condition-post-action.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/metric-alert-payload-condition.png,monitoring-action-groups/metric-alert-payload-condition.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/metric-alert-true-condition-post-action.png,monitoring-action-groups/metric-alert-true-condition-post-action.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/microsoft-teams-actions.png,monitoring-action-groups/microsoft-teams-actions.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/service-health-false-condition-post-action.png,monitoring-action-groups/service-health-false-condition-post-action.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/service-health-payload-condition.png,monitoring-action-groups/service-health-payload-condition.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/service-health-true-condition-post-action.png,monitoring-action-groups/service-health-true-condition-post-action.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/teams-action-post-message.png,monitoring-action-groups/teams-action-post-message.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/update-action-group.png,monitoring-action-groups/update-action-group.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , monitoring-action-groups-logic-app.md , Media    ,media/monitoring-action-groups/use-sample-payload-button.png,monitoring-action-groups/use-sample-payload-button.png,monitoring-action-groups,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-activity-log.md , Media    , ./media/monitoring-activity-log-alerts-new-experience/activity-log-rule-edit-page.png,monitoring-activity-log-alerts-new-experience/activity-log-rule-edit-page.png,monitoring-activity-log-alerts-new-experience,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-activity-log.md , Media    , ./media/monitoring-activity-log-alerts-new-experience/add-activity-log.png,monitoring-activity-log-alerts-new-experience/add-activity-log.png,monitoring-activity-log-alerts-new-experience,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-activity-log.md , Media    , ./media/monitoring-activity-log-alerts-new-experience/add-criteria.png,monitoring-activity-log-alerts-new-experience/add-criteria.png,monitoring-activity-log-alerts-new-experience,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-activity-log.md , Media    , ./media/monitoring-activity-log-alerts-new-experience/create-new-alert-rule-options.png,monitoring-activity-log-alerts-new-experience/create-new-alert-rule-options.png,monitoring-activity-log-alerts-new-experience,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-activity-log.md , Media    , ./media/monitoring-activity-log-alerts-new-experience/criteria-selected.png,monitoring-activity-log-alerts-new-experience/criteria-selected.png,monitoring-activity-log-alerts-new-experience,FALSE
monitoring-and-diagnostics ,C:\Users\bwren\Git\azure-docs-pr\articles\monitoring-and-diagnostics , alert-activity-log.md , Media    , ./media/monitoring-activity-log-alerts-new-experience/manage-alert-rules.png,monitoring-activity-log-alerts-new-experience/manage-alert-rules.png,monitoring-activity-log-alerts-new-experience,FALSE
