service,folder,file,type,link,media name,mediafolder,folder match
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-cloudservices.md , Article  , app-insights-azure-diagnostics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-cloudservices.md , Article  , app-insights-metrics-explorer.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-cloudservices.md , Article  , app-insights-metrics-explorer.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-cloudservices.md , Article  , app-insights-analytics-tour.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-cloudservices.md , Article  , app-insights-asp-net-exceptions.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-cloudservices.md , Article  , app-insights-dashboards.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-cloudservices.md , Article  , app-insights-analytics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-cloudservices.md , Article  , ../cloud-services/cloud-services-dotnet-install-dotnet.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-cloudservices.md , Article  , app-insights-azure-diagnostics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-cloudservices.md , Article  , app-insights-powershell.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-cloudservices.md , Article  , app-insights-powershell-azure-diagnostics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-code-sample-export-sql-stream-analytics.md , Article  , app-insights-javascript.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-code-sample-export-sql-stream-analytics.md , Article  , app-insights-asp-net.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-code-sample-export-sql-stream-analytics.md , Article  , app-insights-diagnostic-search.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-code-sample-export-sql-stream-analytics.md , Article  , app-insights-export-data-model.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-code-sample-export-sql-stream-analytics.md , Article  , app-insights-export-data-model.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-code-sample-export-sql-stream-analytics.md , Article  , app-insights-export-data-model.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-code-sample-export-sql-stream-analytics.md , Article  , app-insights-export-power-bi.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-code-sample-export-sql-stream-analytics.md , Article  , app-insights-export-data-model.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-code-sample-export-sql-stream-analytics.md , Article  , app-insights-export-telemetry.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-azure-web-apps.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-azure-web-apps.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-api-custom-events-metrics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-performance-counters.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-asp-net.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-asp-net-trace-logs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-asp-net-trace-logs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-api-custom-events-metrics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-api-filtering-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-metrics-explorer.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , https://github.com/Microsoft/ApplicationInsights-ServiceFabric/blob/master/README.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-api-filtering-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-api-filtering-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-configuration-with-applicationinsights-config.md , Article  , app-insights-live-stream.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-create-new-resource.md , Article  , app-insights-powershell.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-create-new-resource.md , Article  , app-insights-dashboards.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-create-new-resource.md , Article  , app-insights-diagnostic-search.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-create-new-resource.md , Article  , app-insights-metrics-explorer.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-create-new-resource.md , Article  , app-insights-analytics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-overview.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-resources-roles-access-control.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-metrics-explorer.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-diagnostic-search.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-analytics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-create-new-resource.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-create-new-resource.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-resources-roles-access-control.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , ../azure-resource-manager/resource-group-using-tags.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-app-map.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-proactive-diagnostics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-live-stream.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-asp-net-dependencies.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-web-monitor-performance.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-monitor-performance-live-website-now.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-javascript.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-javascript.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-alerts.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-export-telemetry.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-annotations.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-diagnostic-search.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , ../azure-resource-manager/resource-group-lock-resources.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dashboards.md , Article  , app-insights-powershell.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-javascript.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-configuration-with-applicationinsights-config.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-java-agent.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-asp-net.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-javascript.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-asp-net-exceptions.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-asp-net-dependencies.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-api-custom-events-metrics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-api-filtering-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-export-telemetry.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-snapshot-debugger.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-data-retention-privacy.md , Article  , app-insights-customer-data.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-overview.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-web-monitor-performance.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-metrics-explorer.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-api-custom-events-metrics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-diagnostic-search.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-web-monitor-performance.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , ./app-insights-profiler.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-usage-overview.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-asp-net.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-java-get-started.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-nodejs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-azure.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-javascript.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-detect-triage-diagnose.md , Article  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-devops.md , Article  , app-insights-proactive-diagnostics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-devops.md , Article  , app-insights-analytics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-devops.md , Article  , app-insights-data-retention-privacy.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-devops.md , Article  , app-insights-pricing.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-devops.md , Article  , app-insights-azure.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-devops.md , Article  , app-insights-platforms.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-devops.md , Article  , app-insights-javascript.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-overview.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-analytics-tour.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-asp-net-trace-logs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-javascript.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-api-custom-events-metrics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-asp-net-exceptions.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-javascript.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-analytics-tour.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-api-custom-events-metrics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-java-trace-logs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-api-custom-events-metrics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-asp-net-trace-logs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-pricing.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-asp-net-trace-logs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-analytics-tour.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-asp-net-trace-logs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-diagnostic-search.md , Article  , app-insights-troubleshoot-faq.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-docker.md , Article  , app-insights-java-live.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-docker.md , Article  , app-insights-create-new-resource.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-docker.md , Article  , app-insights-create-new-resource.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-docker.md , Article  , app-insights-java-live.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-docker.md , Article  , app-insights-java-get-started.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-docker.md , Article  , app-insights-metrics-explorer.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-docker.md , Article  , app-insights-diagnostic-search.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-docker.md , Article  , app-insights-export-telemetry.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-docker.md , Article  , app-insights-asp-net.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-docker.md , Article  , app-insights-java-get-started.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-docker.md , Article  , app-insights-nodejs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-docker.md , Article  , app-insights-asp-net.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-dotnetcore-quick-start.md , Article  , app-insights-asp-net-core.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-overview.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-export-telemetry.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-diagnostic-search.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-api-custom-events-metrics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-api-custom-events-metrics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-asp-net-exceptions.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-asp-net-trace-logs.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-asp-net-dependencies.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-api-custom-events-metrics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-api-custom-events-metrics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-overview.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-export-telemetry.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-data-model.md , Article  , app-insights-export-telemetry.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-power-bi.md , Article  , app-insights-overview.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-power-bi.md , Article  , app-insights-export-stream-analytics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-power-bi.md , Article  , app-insights-analytics-tour.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-power-bi.md , Article  , usage-funnels.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-power-bi.md , Article  , app-insights-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-power-bi.md , Article  , app-insights-analytics-tour.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-stream-analytics.md , Article  , app-insights-export-telemetry.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-stream-analytics.md , Article  , app-insights-export-power-bi.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-stream-analytics.md , Article  , app-insights-export-telemetry.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-stream-analytics.md , Article  , app-insights-diagnostic-search.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-stream-analytics.md , Article  , app-insights-export-data-model.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-stream-analytics.md , Article  , app-insights-export-power-bi.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-stream-analytics.md , Article  , app-insights-export-telemetry.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-stream-analytics.md , Article  , app-insights-export-data-model.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-stream-analytics.md , Article  , app-insights-overview.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-telemetry.md , Article  , app-insights-analytics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-telemetry.md , Article  , app-insights-export-power-bi.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-telemetry.md , Article  , app-insights-data-retention-privacy.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-telemetry.md , Article  , app-insights-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-telemetry.md , Article  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-telemetry.md , Article  , app-insights-sampling.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-telemetry.md , Article  , app-insights-export-data-model.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-telemetry.md , Article  , app-insights-export-stream-analytics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-telemetry.md , Article  , app-insights-export-stream-analytics.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-export-telemetry.md , Article  , app-insights-export-data-model.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-hockeyapp-bridge-app.md , Article  , app-insights-mobile-center-quickstart.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-hockeyapp-bridge-app.md , Article  , app-insights-export-telemetry.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-hockeyapp-bridge-app.md , Article  , app-insights-create-new-resource.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-hockeyapp-bridge-app.md , Article  , app-insights-analytics-tour.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-hockeyapp-bridge-app.md , Article  , app-insights-export-telemetry.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-hockeyapp-bridge-app.md , Article  , app-insights-analytics-tour.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-how-do-i.md , Article  , app-insights-monitor-web-app-availability.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-how-do-i.md , Article  , app-insights-alerts.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-how-do-i.md , Article  , app-insights-asp-net-exceptions.md,,,
application-insights ,C:\Users\bwren\Git\azure-docs-pr\articles\application-insights , app-insights-how-do-i.md , Article  , app-insights-asp-net-exceptions.md,,,
