TopicKey,Title,Service,SubService,LiveUrl,GitFileName
d4dfd874-9e6c-d9fc-8b9d-f21257e840fc,Profile live Azure Service Fabric apps with Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/profiler-servicefabric,profiler-servicefabric.md
8be9401a-7d49-e589-2357-085553ae499f,Use the Azure Application Insights Profiler settings pane - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/profiler-settings,profiler-settings.md
e110d0fc-693d-4efc-66c2-427daf0f475a,Write code to track requests with Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/profiler-trackrequests,profiler-trackrequests.md
d93004d9-d0d2-660e-a41a-6bf6bd9ebae1,Troubleshoot problems with Azure Application Insights Profiler - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/profiler-troubleshooting,profiler-troubleshooting.md
7e5a7e16-0fdc-c237-0c58-30b9e5ca3ea2,Profile web apps on an Azure VM - Application Insights Profiler - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/profiler-vm,profiler-vm.md
52bafb1c-e06e-c2b4-5d9d-51a5b0881d7c,Release notes for Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/release-notes,release-notes.md
06ef8033-48f6-02ee-1b70-ea142bf077e7,"Resources, roles and access control in Azure Application Insights - Azure Monitor | Microsoft Docs",Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/resources-roles-access-control,resources-roles-access-control.md
165cbbae-4891-0162-d4a5-33d27a351fff,Telemetry sampling in Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/sampling,sampling.md
c793fa83-3a36-c66e-19ac-5e8bbf3a3ff2,Separating telemetry in Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/separate-resources,separate-resources.md
413e1007-78f4-c328-7067-c342bfd69075,Monitor a SharePoint site with Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/sharepoint,sharepoint.md
c5d61a1a-3a96-2a29-bd07-5baec708aff3,Azure Application Insights Snapshot Debugger for .NET apps - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/snapshot-debugger,snapshot-debugger.md
e43d32b0-cf55-c3ca-017b-8f967d4fef8a,Enable Snapshot Debugger for .NET apps in Azure App Service - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/snapshot-debugger-appservice,snapshot-debugger-appservice.md
f9384f39-f695-f640-f05e-312cda61f6d9,Troubleshoot Azure Application Insights Snapshot Debugger - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/snapshot-debugger-troubleshoot,snapshot-debugger-troubleshoot.md
a6d6d11b-5f4c-2862-84f9-a7c1a939b96e,Upgrading Azure Application Insights Snapshot Debugger - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/snapshot-debugger-upgrade,snapshot-debugger-upgrade.md
d739ee66-4412-cb27-4322-b8bd3ed1ec22,"Enable Snapshot Debugger for .NET apps in Azure Service Fabric, Cloud Service, and Virtual Machines - Azure Monitor | Microsoft Docs",Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/snapshot-debugger-vm,snapshot-debugger-vm.md
e736a80a-b7cb-bb48-829b-b2bb0238936c,Azure Application Insights Agent API reference - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/status-monitor-v2-api-disable-instrumentation-engine,status-monitor-v2-api-disable-instrumentation-engine.md
f5f3fd41-fd4c-76b7-0aeb-180f51246e6c,Azure Application Insights Agent API reference - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/status-monitor-v2-api-disable-monitoring,status-monitor-v2-api-disable-monitoring.md
5fdc1a5a-6d81-6f9e-a319-9ac2b850ec32,Azure Application Insights Agent API reference - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/status-monitor-v2-api-enable-instrumentation-engine,status-monitor-v2-api-enable-instrumentation-engine.md
0d1cc0f5-e1c2-fb8c-47a0-7e3de5c43552,Azure Application Insights Agent API reference - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/status-monitor-v2-api-enable-monitoring,status-monitor-v2-api-enable-monitoring.md
44ec76e8-c47a-46b5-0cfc-a3bb8717d2e9,Azure Application Insights Agent API reference - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/status-monitor-v2-api-get-config,status-monitor-v2-api-get-config.md
5edd0300-3fce-0c46-34df-56d7949a4aa5,Azure Application Insights Agent API reference - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/status-monitor-v2-api-get-status,status-monitor-v2-api-get-status.md
109b40b3-899b-91e1-2446-cd65462c6bf3,Azure Application Insights Agent API reference - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/status-monitor-v2-api-set-config,status-monitor-v2-api-set-config.md
6652abdc-410e-6bf1-1e7d-b25471100f21,Azure Application Insights Agent API reference - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/status-monitor-v2-api-start-trace,status-monitor-v2-api-start-trace.md
07d27659-7f9d-0ceb-332f-532b40139269,Azure Application Insights Agent detailed instructions - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/status-monitor-v2-detailed-instructions,status-monitor-v2-detailed-instructions.md
5be717c8-2097-6200-6236-bf477f7c78a2,Azure Application Insights Agent - getting started - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/status-monitor-v2-get-started,status-monitor-v2-get-started.md
0f2c401f-f97e-ae5e-d755-73590622b9c0,Azure Application Insights Agent overview - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/status-monitor-v2-overview,status-monitor-v2-overview.md
b497aa30-7c07-3505-c556-86e625a43105,Azure Application Insights Agent troubleshooting and known issues - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/status-monitor-v2-troubleshoot,status-monitor-v2-troubleshoot.md
55e16714-c449-512d-b952-7de59ab6ccde,Telemetry channels in Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/telemetry-channels,telemetry-channels.md
269b6da2-adb0-a211-00e4-826870c3c0bc,Azure Application Insights Transaction Diagnostics - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/transaction-diagnostics,transaction-diagnostics.md
128a8956-fc5c-a917-83b2-cc7bd02da353,Troubleshoot your Azure Application Insights availability tests - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/troubleshoot-availability,troubleshoot-availability.md
fc6c584b-3982-5d31-565d-cce8c961316e,Azure Application Insights FAQ - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/troubleshoot-faq,troubleshoot-faq.md
8c8754f4-2b46-f8ed-7172-903f92d1c5b6,Azure Application Insights usage cohorts - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/usage-cohorts,usage-cohorts.md
825f51df-1d3b-b88a-6229-75792ef2e105,Analyze user navigation patterns with User Flows in Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/usage-flows,usage-flows.md
2891b96d-5a06-da55-9f06-2bf73eeb6a9e,Azure Application Insights Funnels - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/usage-funnels,usage-funnels.md
de74c680-c241-191a-7bad-5fc6a4fdd3a2,Azure Application Insights Usage Impact - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/usage-impact,usage-impact.md
abaddf50-3173-890e-dd5c-41179189579f,Usage analysis with Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/usage-overview,usage-overview.md
60a2d239-1b3e-2b21-564e-2920e6d3e791,User retention analysis for web applications with Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/usage-retention,usage-retention.md
81b2308c-52b3-6a53-7990-12fdf4b596ec,"User, session, and event analysis in Azure Application Insights - Azure Monitor | Microsoft Docs",Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/usage-segmentation,usage-segmentation.md
b22d6654-0665-9de7-fcd9-1cceb2c74d61,User context IDs to track activity - Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/usage-send-user-context,usage-send-user-context.md
1fcebcef-77b7-f117-7ebc-7963d238f54f,Troubleshoot user analytics tools - Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/usage-troubleshoot,usage-troubleshoot.md
5b5991a5-7fca-6b3a-97e4-dc88bcaab132,Create interactive reports with Azure Monitor workbooks - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/usage-workbooks,usage-workbooks.md
45b92a9f-5f0c-b352-960a-20c9104fcee3,Debug in Visual Studio with Azure Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/visual-studio,visual-studio.md
f7c1578f-c226-9057-b422-8fa57f63616e,Application Insights telemetry in Visual Studio CodeLens - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/visual-studio-codelens,visual-studio-codelens.md
38220b72-1d0b-8ff5-9f2e-a72622501040,Analyzing Trends in Visual Studio - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/visual-studio-trends,visual-studio-trends.md
de97595a-3ad7-9bca-d860-2d502a6a6f6e,Monitor your app's health and usage with Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/web-monitor-performance,web-monitor-performance.md
d11ece0c-91c5-c523-88fd-ee12f6d32ce8,Monitor websites with Azure Monitor Application Insights - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/website-monitoring,website-monitoring.md
e92c6949-4c8e-fd5e-b4c3-fdb446b6c431,Monitoring usage and performance for Windows desktop apps - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/windows-desktop,windows-desktop.md
99694e9d-d62f-98e5-1781-d336ca70b5b5,Application Insights for Worker Service apps (non-HTTP apps) - Azure Monitor | Microsoft Docs,Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/app/worker-service,worker-service.md
e05b5cd5-d153-36df-23c7-5ca6a5db86e9,Azure Management - Azure Monitor | Microsoft Docs,Azure Monitor,general,https://docs.microsoft.com/en-us/azure/azure-monitor/azure-management,azure-management.md
c043c710-fb15-1210-1831-bb2a98588856,"Azure Monitor Application insights Documentation - Tutorials, API Reference | Microsoft Docs",Azure Monitor,application-insights,https://docs.microsoft.com/en-us/azure/azure-monitor/azure-monitor-app-hub,azure-monitor-app-hub.md
ffc00286-7b5b-4c4d-0a68-782f0b7d4b00,Azure Monitor Log Data Documentation - Azure Monitor | Microsoft Docs,Azure Monitor,logs,https://docs.microsoft.com/en-us/azure/azure-monitor/azure-monitor-log-hub,azure-monitor-log-hub.md
125c968f-fa40-0d81-de50-81223b21648f,Continuous monitoring with Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,general,https://docs.microsoft.com/en-us/azure/azure-monitor/continuous-monitoring,continuous-monitoring.md
33a6be47-69a5-764c-2bcc-1309e6d3a454,Optimize your Active Directory environment with Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/ad-assessment,ad-assessment.md
193a44d2-520e-aa8d-d68c-c0d97eca1764,Monitor Active Directory replication status with Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/ad-replication-status,ad-replication-status.md
fc50a8e8-8273-414a-96e6-b347f7f258ca,Azure Key Vault solution in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/azure-key-vault,azure-key-vault.md
cb16cce2-65c0-ac64-42e5-608cd940e45d,Azure Networking Analytics solution in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/azure-networking-analytics,azure-networking-analytics.md
2b00c6c8-1d9b-df3a-aab8-e23ee1a165ba,Azure SQL Analytics solution in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/azure-sql,azure-sql.md
5b3f9348-2a90-99d6-5c94-1bf9af8b07df,Azure SQL Analytics solution in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/azure-sql,azure-sql.md
0b1a4062-751c-b799-9977-81c74669ddc6,View Azure Web Apps analytic data - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/azure-web-apps-analytics,azure-web-apps-analytics.md
2eb6876e-9ff9-46e4-fb9c-dab907f95ad2,Capacity and Performance solution in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/capacity-performance,capacity-performance.md
439d517b-81ac-2fa3-e4e4-e36a56b8d5c1,Configure Azure Monitor for containers agent data collection - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-agent-config,container-insights-agent-config.md
9a87c77b-3540-0930-f67e-31e0f3879fa7,Create performance alerts for Azure Monitor for containers - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-alerts,container-insights-alerts.md
263875fd-4300-fe42-da58-a1410dac082b,Kubernetes monitoring with Azure Monitor for containers - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-analyze,container-insights-analyze.md
ce52a6bf-1541-92f1-5e0a-d6a759269d88,Configure Azure Red Hat OpenShift clusters with Azure Monitor for containers - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-azure-redhat-setup,container-insights-azure-redhat-setup.md
faaa4850-1102-5ec2-0469-157a11386bf7,Monitor an Azure Kubernetes Service (AKS) cluster deployed - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-enable-existing-clusters,container-insights-enable-existing-clusters.md
9ee7d291-f40e-15ce-39d5-8c68d8cf3e8e,Monitor a new Azure Kubernetes Service (AKS) cluster - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-enable-new-cluster,container-insights-enable-new-cluster.md
0f309de4-8df9-ff74-70ae-562396a2152d,Azure Monitor for containers Frequently Asked Questions - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-faq,container-insights-faq.md
61b4b8fc-9d4a-62ad-2b9a-19529d3a82e3,Monitor Kubernetes cluster health with Azure Monitor for containers - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-health,container-insights-health.md
5aa36ef8-7692-fe9a-794a-2f58599b20e9,Azure Monitor for containers health monitors configuration - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-health-monitors-config,container-insights-health-monitors-config.md
2e77dbbb-2c64-9101-835c-64ec4c9929ab,Configure Hybrid Kubernetes clusters with Azure Monitor for containers - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-hybrid-setup,container-insights-hybrid-setup.md
b32f8026-2855-254a-6a5d-4b597c2476fa,View Azure Monitor for containers Deployments (preview) - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-livedata-deployments,container-insights-livedata-deployments.md
d12cf8ae-40cd-2223-9334-f89b908394db,View metrics in real-time with Azure Monitor for containers - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-livedata-metrics,container-insights-livedata-metrics.md
901e4872-77ad-642b-f690-546a767692c8,View Live Data (preview) with Azure Monitor for containers - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-livedata-overview,container-insights-livedata-overview.md
6d8d5b43-abd1-343f-d580-306b6ed0366e,Setup Azure Monitor for containers Live Data (preview) - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-livedata-setup,container-insights-livedata-setup.md
bdb1059d-3eea-d9ea-8b61-d88499d0082b,How to Query Logs from Azure Monitor for containers - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-log-search,container-insights-log-search.md
564c71ab-97e6-d1f2-8ed6-f4960490b295,How to manage the Azure Monitor for containers agent - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-manage-agent,container-insights-manage-agent.md
bdc270ca-a50a-e9b3-1d1b-5b2e8d313e80,How to enable Azure Monitor for containers - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-onboard,container-insights-onboard.md
2446e4af-1b56-44ec-767c-bec0d690a037,How to Stop Monitoring Your Azure Kubernetes Service cluster - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-optout,container-insights-optout.md
f7982f9a-a0f0-9dce-91b4-eda7c026d933,How to stop monitoring your Azure Red Hat OpenShift cluster - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-optout-openshift,container-insights-optout-openshift.md
4c8719ae-5e68-f3fd-0692-cfe1875828a1,Overview of Azure Monitor for containers - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-overview,container-insights-overview.md
d0cb6b88-a24b-6b4b-140e-499e45aaa789,Configure Azure Monitor for containers Prometheus Integration - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-prometheus-integration,container-insights-prometheus-integration.md
c9617231-0c31-1b5f-a6d6-c1ee769d523b,Azure Monitor for containers region mappings - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-region-mapping,container-insights-region-mapping.md
d7b050d7-64fb-ace2-c931-abf9119f3318,How to Troubleshoot Azure Monitor for containers - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-troubleshoot,container-insights-troubleshoot.md
3744eadc-73ad-6ddb-3c89-d4cf9ec5d368,How to update Azure Monitor for containers for metrics - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/container-insights-update-metrics,container-insights-update-metrics.md
8c39c235-e1ce-0215-5167-d62e0d6c3657,Container Monitoring solution in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/containers,containers.md
65a0d832-7ec3-b4bc-8a82-ed2459cffce4,Monitor Azure Cosmos DB with Azure Monitor for Cosmos DB (preview) - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/cosmosdb-insights-overview,cosmosdb-insights-overview.md
7ca37df1-a1a4-4704-73d4-c7da1f9e621c,DNS Analytics solution in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/dns-analytics,dns-analytics.md
46598f11-5d11-0c8e-c741-6a553f054f33,Overview of Insights in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/insights-overview,insights-overview.md
7001b767-0517-b1d5-c3e6-6be50dbaa027,Monitor Azure resources with Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/monitor-azure-resource,monitor-azure-resource.md
2336f5db-f475-7919-4db2-021ffa1b7e04,Azure Monitor for Networks (Preview) - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/network-insights-overview,network-insights-overview.md
254a7984-c7fc-0e25-41bf-8b8818dcc690,Network Performance Monitor solution in Azure - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/network-performance-monitor,network-performance-monitor.md
55984222-bfa1-d2cf-9c1d-8f46ce173599,Network Performance Monitor solution in Azure Log Analytics - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/network-performance-monitor-expressroute,network-performance-monitor-expressroute.md
fb95b8c9-c30a-27c9-89c1-6102ff2f48d5,FAQs - Network Performance Monitor solution in Azure - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/network-performance-monitor-faq,network-performance-monitor-faq.md
ed92186e-faff-12ba-d0bc-e98710e3dbbf,Performance Monitor feature in Network Performance Monitor solution in Azure Log Analytics - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/network-performance-monitor-performance-monitor,network-performance-monitor-performance-monitor.md
4d74dd97-1af9-1ade-a903-982a1fd32fc0,Pricing FAQ for Azure Network Performance Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/network-performance-monitor-pricing-faq,network-performance-monitor-pricing-faq.md
67b62689-af6d-be6b-6330-58f2c99ffba6,Network Performance Monitor solution Service Connectivity - Azure Log Analytics - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/network-performance-monitor-service-connectivity,network-performance-monitor-service-connectivity.md
85db3f88-2e7c-f183-fa99-fef2335b3bdb,Azure Monitor Resource Group Insights - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/resource-group-insights,resource-group-insights.md
66f09bf6-3f85-df4b-1377-a8a1ff4983c2,Optimize your System Center Operations Manager environment with Azure Log Analytics - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/scom-assessment,scom-assessment.md
f02fad4a-e572-496e-aefe-8f5cd5a7c3ac,Using Service Map solution in Azure - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/service-map,service-map.md
dbc4282c-e6b7-2532-5535-1ed97d0a9fc0,Integrate Azure Monitor for VMs Map with Operations Manager - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/service-map-scom,service-map-scom.md
9cfbdd54-ef0b-bcfe-cdfd-403309f69721,Agent Health solution in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/solution-agenthealth,solution-agenthealth.md
7e6c9f82-c4a1-eb1b-e0b9-51b4d1aa7cca,Office 365 management solution in Azure - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/solution-office-365,solution-office-365.md
d7c9b63a-1549-8853-ffcb-4204de7f5601,Monitoring solutions in Azure Monitor - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/solutions,solutions.md
f4fb30b9-3d20-2d71-e09d-7d215232f234,Management solution in Azure best practices - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/solutions-best-practices,solutions-best-practices.md
b36185ca-b77d-0668-e35f-8f05744f0296,Build a management solution in Azure - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/solutions-creating,solutions-creating.md
77797981-c735-01a0-6629-3c4aedd6c94a,Inventory of monitoring solutions in Azure - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/solutions-inventory,solutions-inventory.md
219b92b4-a51f-e05b-761c-396e4acd0e66,Azure Automation resources in management solutions - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/solutions-resources-automation,solutions-resources-automation.md
986f0423-815c-6958-c467-869157938d77,Saved searches in management solutions - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/solutions-resources-searches-alerts,solutions-resources-searches-alerts.md
9c8aaa22-8501-064b-c064-2506ca640fd4,Views in management solutions - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/solutions-resources-views,solutions-resources-views.md
b0f911fa-a58a-6dd7-ad81-08351217fc65,Creating a management solution file in Azure - Azure Monitor | Microsoft Docs,Azure Monitor,insights,https://docs.microsoft.com/en-us/azure/azure-monitor/insights/solutions-solution-file,solutions-solution-file.md
